aamma	aamma<Partikel
kalaalinngortassasungalu	kalaaleq-NNGUR+TAR-SSA<Participium<jeg+LU
kalaaleqassagaluarpoq	kalaaleq-QAR-SSA+GALUAR<Indikativ<han
kalaaleqassagaluarporlu	kalaaleq-QAR-SSA+GALUAR<Indikativ<han+LU
kalaaleqassavoq	kalaaleq-QAR-SSA<Indikativ<han
kalaaleqassavorlu	kalaaleq-QAR-SSA<Indikativ<han+LU
kalaaleqartaraluarpoq	kalaaleq-QAR+TAR+GALUAR<Indikativ<han
kalaaleqartarporli	kalaaleq-QAR+TAR<Indikativ<han+LI
kalaaleqartassagaluartungalu	kalaaleq-QAR+TAR-SSA+GALUAR<Participium<jeg+LU
kalaaliugaluarporli	kalaaleq-U+GALUAR<Indikativ<han+LI
kalaaliugaluarpungali	kalaaleq-U+GALUAR<Indikativ<jeg+LI
kalaaliuvugut	kalaaleq-U<Indikativ<vi
kalaaliuit	kalaaleq-U<Interrogativ<du
kalaaliusunga	kalaaleq-U<Participium<jeg
kalaaliussagaluartunga	kalaaleq-U-SSA+GALUAR<Participium<jeg
kalaaliussavugut	kalaaleq-U-SSA<Indikativ<vi
kalaaliussasunga	kalaaleq-U-SSA<Participium<jeg
kalaaliusarpit	kalaaleq-U+TAR<Interrogativ<du
kalaaliusassagaluarpit	kalaaleq-U+TAR-SSA+GALUAR<Interrogativ<du
kalaaliusassasungali	kalaaleq-U+TAR-SSA<Participium<jeg+LI
kalaallisut	kalaallisut<Partikel
kalaallisulli	kalaallisut<Partikel+LI
kalaallisullu	kalaallisut<Partikel+LU
Kangaatsiaq	Kangaatsiaq<Absolut
Kangaatsiarli	Kangaatsiaq<Absolut+LI
Kangaatsiarlu	Kangaatsiaq<Absolut+LU
Kangaatsiamik	Kangaatsiaq<Instrumentalis
Kangaatsiamilli	Kangaatsiaq<Instrumentalis+LI
Kangaatsiamillu	Kangaatsiaq<Instrumentalis+LU
Kangaatsiami	Kangaatsiaq<Lokalis
Kangaatsiamili	Kangaatsiaq<Lokalis+LI
Kangaatsiamilu	Kangaatsiaq<Lokalis+LU
Kangaatsiarmiu	Kangaatsiaq+MIU<ental<Absolut
Kangaatsiarmiumili	Kangaatsiaq+MIU<ental<Lokalis+LI
Kangaatsiarmiunilli	Kangaatsiaq+MIU<flertal<Instrumentalis+LI
Kangaatsiarmiuni	Kangaatsiaq+MIU<flertal<Lokalis
Kangaatsiarmiulerigaluartunga	Kangaatsiaq+MIU-LIRI+GALUAR<Participium<jeg
Kangaatsiarmiulerivungali	Kangaatsiaq+MIU-LIRI<Indikativ<jeg+LI
Kangaatsiarmiulerivit	Kangaatsiaq+MIU-LIRI<Interrogativ<du
Kangaatsiarmiulerisunga	Kangaatsiaq+MIU-LIRI<Participium<jeg
Kangaatsiarmiulerissagaluarpunga	Kangaatsiaq+MIU-LIRI-SSA+GALUAR<Indikativ<jeg
Kangaatsiarmiulerisassasunga	Kangaatsiaq+MIU-LIRI+TAR-SSA<Participium<jeg
Kangaatsiarmiunngoraluarpoq	Kangaatsiaq+MIU-NNGUR+GALUAR<Indikativ<han
Kangaatsiarmiunngussagaluarpit	Kangaatsiaq+MIU-NNGUR-SSA+GALUAR<Interrogativ<du
Kangaatsiarmiunngussavit	Kangaatsiaq+MIU-NNGUR-SSA<Interrogativ<du
Kangaatsiarmioqarpoq	Kangaatsiaq+MIU-QAR<Indikativ<han
Kangaatsiarmioqarporli	Kangaatsiaq+MIU-QAR<Indikativ<han+LI
Kangaatsiarmioqarporlu	Kangaatsiaq+MIU-QAR<Indikativ<han+LU
Kangaatsiarmiuugaluartunga	Kangaatsiaq+MIU-U+GALUAR<Participium<jeg
Kangaatsiarmiuuvunga	Kangaatsiaq+MIU-U<Indikativ<jeg
Kangaatsiarmiuuvungali	Kangaatsiaq+MIU-U<Indikativ<jeg+LI
Kangaatsiarmiuuvugut	Kangaatsiaq+MIU-U<Indikativ<vi
Kangaatsiarmiuuvugulli	Kangaatsiaq+MIU-U<Indikativ<vi+LI
Kangaatsiarmiuuit	Kangaatsiaq+MIU-U<Interrogativ<du
Kangaatsiarmiuusaraluarporli	Kangaatsiaq+MIU-U+TAR+GALUAR<Indikativ<han+LI
Kangaatsiarmiuusaraluarpunga	Kangaatsiaq+MIU-U+TAR+GALUAR<Indikativ<jeg
Kangaatsiarmiuusaraluartunga	Kangaatsiaq+MIU-U+TAR+GALUAR<Participium<jeg
Kangaatsiarmiuusassagaluartunga	Kangaatsiaq+MIU-U+TAR-SSA+GALUAR<Participium<jeg
Kangaatsiarmiuusassavit	Kangaatsiaq+MIU-U+TAR-SSA<Interrogativ<du
Kangaatsiamut	Kangaatsiaq<Terminalis
Kangaatsiamulli	Kangaatsiaq<Terminalis+LI
Kangaatsiamullu	Kangaatsiaq<Terminalis+LU
Kangerlussuaq	Kangerlussuaq<Absolut
Kangerlussuarli	Kangerlussuaq<Absolut+LI
Kangerlussuarlu	Kangerlussuaq<Absolut+LU
Kangerlussuarmik	Kangerlussuaq<Instrumentalis
Kangerlussuarmilli	Kangerlussuaq<Instrumentalis+LI
Kangerlussuarmillu	Kangerlussuaq<Instrumentalis+LU
Kangerlussuarmi	Kangerlussuaq<Lokalis
Kangerlussuarmili	Kangerlussuaq<Lokalis+LI
Kangerlussuarmiumik	Kangerlussuaq+MIU<ental<Instrumentalis
Kangerlussuarmiunik	Kangerlussuaq+MIU<flertal<Instrumentalis
Kangerlussuarmiunillu	Kangerlussuaq+MIU<flertal<Instrumentalis+LU
Kangerlussuarmiuni	Kangerlussuaq+MIU<flertal<Lokalis
Kangerlussuarmiunili	Kangerlussuaq+MIU<flertal<Lokalis+LI
Kangerlussuarmiunilu	Kangerlussuaq+MIU<flertal<Lokalis+LU
Kangerlussuarmiulerigaluarpugut	Kangerlussuaq+MIU-LIRI+GALUAR<Indikativ<vi
Kangerlussuarmiulerissagaluarpit	Kangerlussuaq+MIU-LIRI-SSA+GALUAR<Interrogativ<du
Kangerlussuarmiulerisaraluarpoq	Kangerlussuaq+MIU-LIRI+TAR+GALUAR<Indikativ<han
Kangerlussuarmiulerisartunga	Kangerlussuaq+MIU-LIRI+TAR<Participium<jeg
Kangerlussuarmiulerisassasungali	Kangerlussuaq+MIU-LIRI+TAR-SSA<Participium<jeg+LI
Kangerlussuarmiunngorpit	Kangerlussuaq+MIU-NNGUR<Interrogativ<du
Kangerlussuarmiunngortunga	Kangerlussuaq+MIU-NNGUR<Participium<jeg
Kangerlussuarmiunngortungalu	Kangerlussuaq+MIU-NNGUR<Participium<jeg+LU
Kangerlussuarmiunngussagaluarporlu	Kangerlussuaq+MIU-NNGUR-SSA+GALUAR<Indikativ<han+LU
Kangerlussuarmiunngussagaluartunga	Kangerlussuaq+MIU-NNGUR-SSA+GALUAR<Participium<jeg
Kangerlussuarmiunngussavugullu	Kangerlussuaq+MIU-NNGUR-SSA<Indikativ<vi+LU
Kangerlussuarmioqarpoq	Kangerlussuaq+MIU-QAR<Indikativ<han
Kangerlussuarmioqarporli	Kangerlussuaq+MIU-QAR<Indikativ<han+LI
Kangerlussuarmioqarporlu	Kangerlussuaq+MIU-QAR<Indikativ<han+LU
Kangerlussuarmiuuvoq	Kangerlussuaq+MIU-U<Indikativ<han
Kangerlussuarmiuuit	Kangerlussuaq+MIU-U<Interrogativ<du
Kangerlussuarmiuussagaluartungalu	Kangerlussuaq+MIU-U-SSA+GALUAR<Participium<jeg+LU
Kangerlussuarmiuusaraluarporli	Kangerlussuaq+MIU-U+TAR+GALUAR<Indikativ<han+LI
Kangerlussuarmiuusaraluarpit	Kangerlussuaq+MIU-U+TAR+GALUAR<Interrogativ<du
Kangerlussuarmiuusarporlu	Kangerlussuaq+MIU-U+TAR<Indikativ<han+LU
Kangerlussuarmut	Kangerlussuaq<Terminalis
Kangerlussuarmulli	Kangerlussuaq<Terminalis+LI
Kangerlussuarmullu	Kangerlussuaq<Terminalis+LU
kunngi	kunngi<ental<Absolut
kunngiga	kunngi<ental<Absolut<min
kunngimik	kunngi<ental<Instrumentalis
kunngimilli	kunngi<ental<Instrumentalis+LI
kunngimi	kunngi<ental<Lokalis
kunngimilu	kunngi<ental<Lokalis+LU
kunngimullu	kunngi<ental<Terminalis+LU
kunnginik	kunngi<flertal<Instrumentalis
kunnginilli	kunngi<flertal<Instrumentalis+LI
kunngini	kunngi<flertal<Lokalis
kunnginili	kunngi<flertal<Lokalis+LI
kunnginilu	kunngi<flertal<Lokalis+LU
kunngilerigaluartungali	kunngi-LIRI+GALUAR<Participium<jeg+LI
kunngilerivunga	kunngi-LIRI<Indikativ<jeg
kunngilerissagaluarporli	kunngi-LIRI-SSA+GALUAR<Indikativ<han+LI
kunngilerissagaluarpugullu	kunngi-LIRI-SSA+GALUAR<Indikativ<vi+LU
kunngilerisaraluartunga	kunngi-LIRI+TAR+GALUAR<Participium<jeg
kunngilerisassavorli	kunngi-LIRI+TAR-SSA<Indikativ<han+LI
kunngilerisassasunga	kunngi-LIRI+TAR-SSA<Participium<jeg
kunngilerisassasungali	kunngi-LIRI+TAR-SSA<Participium<jeg+LI
kunngilerisassasungalu	kunngi-LIRI+TAR-SSA<Participium<jeg+LU
kunngimiulu	kunngi+MIU<ental<Absolut+LU
kunngimiunik	kunngi+MIU<flertal<Instrumentalis
kunngimiuni	kunngi+MIU<flertal<Lokalis
kunngimiulerigaluartunga	kunngi+MIU-LIRI+GALUAR<Participium<jeg
kunngimiunngussagaluarpit	kunngi+MIU-NNGUR-SSA+GALUAR<Interrogativ<du
kunngimiunngussagaluartunga	kunngi+MIU-NNGUR-SSA+GALUAR<Participium<jeg
kunngimiunngussasungali	kunngi+MIU-NNGUR-SSA<Participium<jeg+LI
kunngimioqarpoq	kunngi+MIU-QAR<Indikativ<han
kunngimioqarporlu	kunngi+MIU-QAR<Indikativ<han+LU
kunngimiuuvorli	kunngi+MIU-U<Indikativ<han+LI
kunngimiuuit	kunngi+MIU-U<Interrogativ<du
kunngimiuussagaluarpunga	kunngi+MIU-U-SSA+GALUAR<Indikativ<jeg
kunngimiuussagaluartunga	kunngi+MIU-U-SSA+GALUAR<Participium<jeg
kunngimiuusarpit	kunngi+MIU-U+TAR<Interrogativ<du
kunnginngorpungalu	kunngi-NNGUR<Indikativ<jeg+LU
kunnginngortungalu	kunngi-NNGUR<Participium<jeg+LU
kunnginngussagaluarpunga	kunngi-NNGUR-SSA+GALUAR<Indikativ<jeg
kunnginngussavoq	kunngi-NNGUR-SSA<Indikativ<han
kunnginngussavungali	kunngi-NNGUR-SSA<Indikativ<jeg+LI
kunnginngortassavoq	kunngi-NNGUR+TAR-SSA<Indikativ<han
kunngeqaraluarporli	kunngi-QAR+GALUAR<Indikativ<han+LI
kunngeqaraluarpunga	kunngi-QAR+GALUAR<Indikativ<jeg
kunngeqaraluarpit	kunngi-QAR+GALUAR<Interrogativ<du
kunngeqaraluartunga	kunngi-QAR+GALUAR<Participium<jeg
kunngeqarporli	kunngi-QAR<Indikativ<han+LI
kunngeqarporlu	kunngi-QAR<Indikativ<han+LU
kunngeqarpunga	kunngi-QAR<Indikativ<jeg
kunngeqarpugut	kunngi-QAR<Indikativ<vi
kunngeqarpugulli	kunngi-QAR<Indikativ<vi+LI
kunngeqarpit	kunngi-QAR<Interrogativ<du
kunngeqartunga	kunngi-QAR<Participium<jeg
kunngeqartungali	kunngi-QAR<Participium<jeg+LI
kunngeqartungalu	kunngi-QAR<Participium<jeg+LU
kunngeqassagaluarporli	kunngi-QAR-SSA+GALUAR<Indikativ<han+LI
kunngeqassagaluarpunga	kunngi-QAR-SSA+GALUAR<Indikativ<jeg
kunngeqassagaluarpungali	kunngi-QAR-SSA+GALUAR<Indikativ<jeg+LI
kunngeqassagaluarpungalu	kunngi-QAR-SSA+GALUAR<Indikativ<jeg+LU
kunngeqassagaluarpugut	kunngi-QAR-SSA+GALUAR<Indikativ<vi
kunngeqassagaluarpugulli	kunngi-QAR-SSA+GALUAR<Indikativ<vi+LI
kunngeqassagaluarpit	kunngi-QAR-SSA+GALUAR<Interrogativ<du
kunngeqassagaluartunga	kunngi-QAR-SSA+GALUAR<Participium<jeg
kunngeqassagaluartungali	kunngi-QAR-SSA+GALUAR<Participium<jeg+LI
kunngeqassavoq	kunngi-QAR-SSA<Indikativ<han
kunngeqassavunga	kunngi-QAR-SSA<Indikativ<jeg
kunngeqassavungalu	kunngi-QAR-SSA<Indikativ<jeg+LU
kunngeqassavugulli	kunngi-QAR-SSA<Indikativ<vi+LI
kunngeqassavugullu	kunngi-QAR-SSA<Indikativ<vi+LU
kunngeqassavit	kunngi-QAR-SSA<Interrogativ<du
kunngeqassasunga	kunngi-QAR-SSA<Participium<jeg
kunngeqassasungali	kunngi-QAR-SSA<Participium<jeg+LI
kunngeqartaraluarpugulli	kunngi-QAR+TAR+GALUAR<Indikativ<vi+LI
kunngeqartaraluarpit	kunngi-QAR+TAR+GALUAR<Interrogativ<du
kunngeqartaraluartunga	kunngi-QAR+TAR+GALUAR<Participium<jeg
kunngeqartarpungali	kunngi-QAR+TAR<Indikativ<jeg+LI
kunngeqartarpit	kunngi-QAR+TAR<Interrogativ<du
kunngeqartassagaluarpoq	kunngi-QAR+TAR-SSA+GALUAR<Indikativ<han
kunngeqartassagaluarpunga	kunngi-QAR+TAR-SSA+GALUAR<Indikativ<jeg
kunngeqartassagaluarpungali	kunngi-QAR+TAR-SSA+GALUAR<Indikativ<jeg+LI
kunngeqartassagaluarpit	kunngi-QAR+TAR-SSA+GALUAR<Interrogativ<du
kunngeqartassagaluartunga	kunngi-QAR+TAR-SSA+GALUAR<Participium<jeg
kunngeqartassasunga	kunngi-QAR+TAR-SSA<Participium<jeg
kunngiuvoq	kunngi-U<Indikativ<han
kunngiuit	kunngi-U<Interrogativ<du
kunngiussagaluarpit	kunngi-U-SSA+GALUAR<Interrogativ<du
kunngiussavugut	kunngi-U-SSA<Indikativ<vi
Maniitsoq	Maniitsoq<Absolut
Maniitsorli	Maniitsoq<Absolut+LI
Maniitsorlu	Maniitsoq<Absolut+LU
Maniitsumik	Maniitsoq<Instrumentalis
Maniitsumilli	Maniitsoq<Instrumentalis+LI
Maniitsumillu	Maniitsoq<Instrumentalis+LU
Maniitsumi	Maniitsoq<Lokalis
Maniitsumili	Maniitsoq<Lokalis+LI
Maniitsumilu	Maniitsoq<Lokalis+LU
Maniitsormiumik	Maniitsoq+MIU<ental<Instrumentalis
Maniitsormiumilli	Maniitsoq+MIU<ental<Instrumentalis+LI
Maniitsormiumili	Maniitsoq+MIU<ental<Lokalis+LI
Maniitsormiumulli	Maniitsoq+MIU<ental<Terminalis+LI
Maniitsormiunillu	Maniitsoq+MIU<flertal<Instrumentalis+LU
Maniitsormiuni	Maniitsoq+MIU<flertal<Lokalis
Maniitsormiunilu	Maniitsoq+MIU<flertal<Lokalis+LU
Maniitsormiulerigaluartunga	Maniitsoq+MIU-LIRI+GALUAR<Participium<jeg
Maniitsormiulerivit	Maniitsoq+MIU-LIRI<Interrogativ<du
Maniitsormiulerissagaluartunga	Maniitsoq+MIU-LIRI-SSA+GALUAR<Participium<jeg
Maniitsormiulerissasunga	Maniitsoq+MIU-LIRI-SSA<Participium<jeg
Maniitsormiulerisaraluartunga	Maniitsoq+MIU-LIRI+TAR+GALUAR<Participium<jeg
Maniitsormiulerisartungalu	Maniitsoq+MIU-LIRI+TAR<Participium<jeg+LU
Maniitsormiulerisassagaluartungalu	Maniitsoq+MIU-LIRI+TAR-SSA+GALUAR<Participium<jeg+LU
Maniitsormiunngoraluartungalu	Maniitsoq+MIU-NNGUR+GALUAR<Participium<jeg+LU
Maniitsormiunngussagaluarporlu	Maniitsoq+MIU-NNGUR-SSA+GALUAR<Indikativ<han+LU
Maniitsormiunngussagaluarpunga	Maniitsoq+MIU-NNGUR-SSA+GALUAR<Indikativ<jeg
Maniitsormiunngussavit	Maniitsoq+MIU-NNGUR-SSA<Interrogativ<du
Maniitsormiunngortaraluartungalu	Maniitsoq+MIU-NNGUR+TAR+GALUAR<Participium<jeg+LU
Maniitsormioqarpoq	Maniitsoq+MIU-QAR<Indikativ<han
Maniitsormioqarporli	Maniitsoq+MIU-QAR<Indikativ<han+LI
Maniitsormioqarporlu	Maniitsoq+MIU-QAR<Indikativ<han+LU
Maniitsormiuugaluartunga	Maniitsoq+MIU-U+GALUAR<Participium<jeg
Maniitsormiuuvorli	Maniitsoq+MIU-U<Indikativ<han+LI
Maniitsormiuuvorlu	Maniitsoq+MIU-U<Indikativ<han+LU
Maniitsormiuuvugulli	Maniitsoq+MIU-U<Indikativ<vi+LI
Maniitsormiuuit	Maniitsoq+MIU-U<Interrogativ<du
Maniitsormiuusunga	Maniitsoq+MIU-U<Participium<jeg
Maniitsormiuusungali	Maniitsoq+MIU-U<Participium<jeg+LI
Maniitsormiuussagaluarpungalu	Maniitsoq+MIU-U-SSA+GALUAR<Indikativ<jeg+LU
Maniitsormiuussavoq	Maniitsoq+MIU-U-SSA<Indikativ<han
Maniitsormiuussavungali	Maniitsoq+MIU-U-SSA<Indikativ<jeg+LI
Maniitsormiuussasungali	Maniitsoq+MIU-U-SSA<Participium<jeg+LI
Maniitsormiuusaraluarpit	Maniitsoq+MIU-U+TAR+GALUAR<Interrogativ<du
Maniitsormiuusartungalu	Maniitsoq+MIU-U+TAR<Participium<jeg+LU
Maniitsormiuusassagaluarporli	Maniitsoq+MIU-U+TAR-SSA+GALUAR<Indikativ<han+LI
Maniitsormiuusassagaluarpungalu	Maniitsoq+MIU-U+TAR-SSA+GALUAR<Indikativ<jeg+LU
Maniitsormiuusassagaluarpugullu	Maniitsoq+MIU-U+TAR-SSA+GALUAR<Indikativ<vi+LU
Maniitsormiuusassagaluartungali	Maniitsoq+MIU-U+TAR-SSA+GALUAR<Participium<jeg+LI
Maniitsormiuusassasunga	Maniitsoq+MIU-U+TAR-SSA<Participium<jeg
Maniitsormiuusassasungalu	Maniitsoq+MIU-U+TAR-SSA<Participium<jeg+LU
Maniitsumut	Maniitsoq<Terminalis
Maniitsumulli	Maniitsoq<Terminalis+LI
Maniitsumullu	Maniitsoq<Terminalis+LU
najugaqarpunga	najugaqar<Indikativ<jeg
najugaqarpit	najugaqar<Interrogativ<du
najugaqartunga	najugaqar<Participium<jeg
najugaqartungali	najugaqar<Participium<jeg+LI
najugaqassagaluarpungali	najugaqar-SSA+GALUAR<Indikativ<jeg+LI
najugaqassavit	najugaqar-SSA<Interrogativ<du
najugaq	najugaq<ental<Absolut
najugarli	najugaq<ental<Absolut+LI
najugarlu	najugaq<ental<Absolut+LU
najugara	najugaq<ental<Absolut<min
najugaralu	najugaq<ental<Absolut<min+LU
najukkamik	najugaq<ental<Instrumentalis
najukkamilli	najugaq<ental<Instrumentalis+LI
najukkamillu	najugaq<ental<Instrumentalis+LU
najukkami	najugaq<ental<Lokalis
najukkamili	najugaq<ental<Lokalis+LI
najukkamilu	najugaq<ental<Lokalis+LU
najukkamut	najugaq<ental<Terminalis
najukkamulli	najugaq<ental<Terminalis+LI
najukkamullu	najugaq<ental<Terminalis+LU
najukkanik	najugaq<flertal<Instrumentalis
najukkanilli	najugaq<flertal<Instrumentalis+LI
najukkanillu	najugaq<flertal<Instrumentalis+LU
najukkani	najugaq<flertal<Lokalis
najukkanili	najugaq<flertal<Lokalis+LI
najukkanilu	najugaq<flertal<Lokalis+LU
najugalerisunga	najugaq-LIRI<Participium<jeg
najugalerisarpoq	najugaq-LIRI+TAR<Indikativ<han
najugalerisarpit	najugaq-LIRI+TAR<Interrogativ<du
najugarmiumut	najugaq+MIU<ental<Terminalis
najugarmiulerigaluartunga	najugaq+MIU-LIRI+GALUAR<Participium<jeg
najugarmiulerisassavoq	najugaq+MIU-LIRI+TAR-SSA<Indikativ<han
najugarmiunngortunga	najugaq+MIU-NNGUR<Participium<jeg
najugarmioqarporli	najugaq+MIU-QAR<Indikativ<han+LI
najugarmiuugaluartunga	najugaq+MIU-U+GALUAR<Participium<jeg
najugarmiuuit	najugaq+MIU-U<Interrogativ<du
najugarmiuussagaluarpungalu	najugaq+MIU-U-SSA+GALUAR<Indikativ<jeg+LU
najugarmiuussagaluarpugullu	najugaq+MIU-U-SSA+GALUAR<Indikativ<vi+LU
najugarmiuussagaluarpit	najugaq+MIU-U-SSA+GALUAR<Interrogativ<du
najugarmiuusaraluarpunga	najugaq+MIU-U+TAR+GALUAR<Indikativ<jeg
najugarmiuusaraluarpit	najugaq+MIU-U+TAR+GALUAR<Interrogativ<du
najugarmiuusarpit	najugaq+MIU-U+TAR<Interrogativ<du
najuganngortunga	najugaq-NNGUR<Participium<jeg
najuganngussasunga	najugaq-NNGUR-SSA<Participium<jeg
najuganngortassavugullu	najugaq-NNGUR+TAR-SSA<Indikativ<vi+LU
najugaqassagaluarpunga	najugaq-QAR-SSA+GALUAR<Indikativ<jeg
najugaqassagaluartunga	najugaq-QAR-SSA+GALUAR<Participium<jeg
najugaqartaraluarpungali	najugaq-QAR+TAR+GALUAR<Indikativ<jeg+LI
najugaqartaraluarpit	najugaq-QAR+TAR+GALUAR<Interrogativ<du
najugaasunga	najugaq-U<Participium<jeg
najugaasartunga	najugaq-U+TAR<Participium<jeg
Nanortalik	Nanortalik<Absolut
Nanortalilli	Nanortalik<Absolut+LI
Nanortalillu	Nanortalik<Absolut+LU
Nanortalimmik	Nanortalik<Instrumentalis
Nanortalimmilli	Nanortalik<Instrumentalis+LI
Nanortalimmi	Nanortalik<Lokalis
Nanortalimmiu	Nanortalik+MIU<ental<Absolut
Nanortalimmiulu	Nanortalik+MIU<ental<Absolut+LU
Nanortalimmiumi	Nanortalik+MIU<ental<Lokalis
Nanortalimmiunik	Nanortalik+MIU<flertal<Instrumentalis
Nanortalimmiulerissasungali	Nanortalik+MIU-LIRI-SSA<Participium<jeg+LI
Nanortalimmiulerisaraluarpit	Nanortalik+MIU-LIRI+TAR+GALUAR<Interrogativ<du
Nanortalimmiulerisassagaluarpit	Nanortalik+MIU-LIRI+TAR-SSA+GALUAR<Interrogativ<du
Nanortalimmiunngoraluarpugulli	Nanortalik+MIU-NNGUR+GALUAR<Indikativ<vi+LI
Nanortalimmiunngussagaluarpunga	Nanortalik+MIU-NNGUR-SSA+GALUAR<Indikativ<jeg
Nanortalimmiunngussagaluarpit	Nanortalik+MIU-NNGUR-SSA+GALUAR<Interrogativ<du
Nanortalimmiunngortaraluarpoq	Nanortalik+MIU-NNGUR+TAR+GALUAR<Indikativ<han
Nanortalimmiunngortassagaluartungalu	Nanortalik+MIU-NNGUR+TAR-SSA+GALUAR<Participium<jeg+LU
Nanortalimmioqarpoq	Nanortalik+MIU-QAR<Indikativ<han
Nanortalimmioqarporli	Nanortalik+MIU-QAR<Indikativ<han+LI
Nanortalimmioqarporlu	Nanortalik+MIU-QAR<Indikativ<han+LU
Nanortalimmiuugaluartungali	Nanortalik+MIU-U+GALUAR<Participium<jeg+LI
Nanortalimmiuuvunga	Nanortalik+MIU-U<Indikativ<jeg
Nanortalimmiuusungali	Nanortalik+MIU-U<Participium<jeg+LI
Nanortalimmiuussagaluarpit	Nanortalik+MIU-U-SSA+GALUAR<Interrogativ<du
Nanortalimmiuussagaluartunga	Nanortalik+MIU-U-SSA+GALUAR<Participium<jeg
Nanortalimmiuussasunga	Nanortalik+MIU-U-SSA<Participium<jeg
Nanortalimmiuusassagaluarpit	Nanortalik+MIU-U+TAR-SSA+GALUAR<Interrogativ<du
Nanortalimmut	Nanortalik<Terminalis
Nanortalimmulli	Nanortalik<Terminalis+LI
Narsaq	Narsaq<Absolut
Narsarli	Narsaq<Absolut+LI
Narsamik	Narsaq<Instrumentalis
Narsami	Narsaq<Lokalis
Narsamili	Narsaq<Lokalis+LI
Narsamilu	Narsaq<Lokalis+LU
Narsarmiu	Narsaq+MIU<ental<Absolut
Narsarmiumik	Narsaq+MIU<ental<Instrumentalis
Narsarmiumi	Narsaq+MIU<ental<Lokalis
Narsarmiumulli	Narsaq+MIU<ental<Terminalis+LI
Narsarmiunillu	Narsaq+MIU<flertal<Instrumentalis+LU
Narsarmiulerissagaluarpugullu	Narsaq+MIU-LIRI-SSA+GALUAR<Indikativ<vi+LU
Narsarmiulerisassasunga	Narsaq+MIU-LIRI+TAR-SSA<Participium<jeg
Narsarmiunngussagaluarpit	Narsaq+MIU-NNGUR-SSA+GALUAR<Interrogativ<du
Narsarmiunngussavit	Narsaq+MIU-NNGUR-SSA<Interrogativ<du
Narsarmioqarpoq	Narsaq+MIU-QAR<Indikativ<han
Narsarmioqarporli	Narsaq+MIU-QAR<Indikativ<han+LI
Narsarmiuusunga	Narsaq+MIU-U<Participium<jeg
Narsarmiuusartunga	Narsaq+MIU-U+TAR<Participium<jeg
Narsamut	Narsaq<Terminalis
Narsamullu	Narsaq<Terminalis+LU
Narsarsuaq	Narsarsuaq<Absolut
Narsarsuarlu	Narsarsuaq<Absolut+LU
Narsarsuarmilu	Narsarsuaq<Lokalis+LU
Narsarsuarmiuni	Narsarsuaq+MIU<flertal<Lokalis
Narsarsuarmiunngussagaluartunga	Narsarsuaq+MIU-NNGUR-SSA+GALUAR<Participium<jeg
Narsarsuarmiuusunga	Narsarsuaq+MIU-U<Participium<jeg
Narsarsuarmulli	Narsarsuaq<Terminalis+LI
Narsarsuarmullu	Narsarsuaq<Terminalis+LU
nuliaq	nuliaq<ental<Absolut
nuliarli	nuliaq<ental<Absolut+LI
nuliarlu	nuliaq<ental<Absolut+LU
nuliara	nuliaq<ental<Absolut<min
nuliarali	nuliaq<ental<Absolut<min+LI
nuliaralu	nuliaq<ental<Absolut<min+LU
nuliami	nuliaq<ental<Lokalis
nuliamili	nuliaq<ental<Lokalis+LI
nuliamut	nuliaq<ental<Terminalis
nuliamulli	nuliaq<ental<Terminalis+LI
nulianik	nuliaq<flertal<Instrumentalis
nulianillu	nuliaq<flertal<Instrumentalis+LU
nuliani	nuliaq<flertal<Lokalis
nulianilu	nuliaq<flertal<Lokalis+LU
nulialerivungali	nuliaq-LIRI<Indikativ<jeg+LI
nulialerivit	nuliaq-LIRI<Interrogativ<du
nulialerisartunga	nuliaq-LIRI+TAR<Participium<jeg
nulialerisartungali	nuliaq-LIRI+TAR<Participium<jeg+LI
nulialerisassagaluarpunga	nuliaq-LIRI+TAR-SSA+GALUAR<Indikativ<jeg
nuliarmiumilli	nuliaq+MIU<ental<Instrumentalis+LI
nuliarmiumi	nuliaq+MIU<ental<Lokalis
nuliarmiumut	nuliaq+MIU<ental<Terminalis
nuliarmiulerissasungalu	nuliaq+MIU-LIRI-SSA<Participium<jeg+LU
nuliarmiunngorpit	nuliaq+MIU-NNGUR<Interrogativ<du
nuliarmiunngussavorli	nuliaq+MIU-NNGUR-SSA<Indikativ<han+LI
nuliarmiunngussavunga	nuliaq+MIU-NNGUR-SSA<Indikativ<jeg
nuliarmiunngortassagaluarpungalu	nuliaq+MIU-NNGUR+TAR-SSA+GALUAR<Indikativ<jeg+LU
nuliarmioqarpoq	nuliaq+MIU-QAR<Indikativ<han
nuliarmioqarporli	nuliaq+MIU-QAR<Indikativ<han+LI
nuliarmioqarporlu	nuliaq+MIU-QAR<Indikativ<han+LU
nuliarmiuugaluarpungali	nuliaq+MIU-U+GALUAR<Indikativ<jeg+LI
nuliarmiuuvorlu	nuliaq+MIU-U<Indikativ<han+LU
nuliarmiuuit	nuliaq+MIU-U<Interrogativ<du
nuliarmiuussagaluarpugulli	nuliaq+MIU-U-SSA+GALUAR<Indikativ<vi+LI
nuliarmiuusarpoq	nuliaq+MIU-U+TAR<Indikativ<han
nuliarmiuusassagaluarpit	nuliaq+MIU-U+TAR-SSA+GALUAR<Interrogativ<du
nulianngoraluartunga	nuliaq-NNGUR+GALUAR<Participium<jeg
