aallaratta	aallar<Causativ<vi
soqqaarnerpaanngulaarmallu	su-QQAAR+NIRPAAQ-NNGUR-LAAR<Causativ<han+LU
soqquat	su-QQU<Indikativ<DuHam
soqquarpununa	su-QQU<Indikativ<ViHam+UNA
soqqulara	su-QQU<Optativ<JegHam
soqimmata	su-QӘ<Causativ<de
soqalutilli	su-QӘ<Ledsagemåde<de_selv+LI
soqisununa	su-QӘ<Participium<de+UNA
soqisunnguuniniluunniit	su-QӘ+TUQ-NNGUAQ-U+NIQ<ental<sin<Absolut+LUUNNIIT
soqisorujussuilu	su-QӘ+TUQ-RUJUK=SUAQ<flertal<hans<Absolut+LU
soriaratta	su-RIAR<Causativ<vi
soriarlutik	su-RIAR<Ledsagemåde<de_selv
soreeramali	su-RIIR<Causativ<jeg+LI
soreerfeqalaartartuiuna	su-RIIR+FIK-QAR-LAAR=TAR+TUQ<flertal<hans<Absolut+UNA
soreerferujulluunniit	su-RIIR+FIK-RUJUK<ental<Absolut+LUUNNIIT
soreernertut	su-RIIR+NIQ<ental<Aequalis
soreertunga	su-RIIR<Participium<jeg
soreertukkui	su-RIIR+TUQ-KKUT<flertal<hans<Absolut
soreertorujoorusunnini	su-RIIR+TUQ-RUJUK-U+GUSUP+NIQ<ental<sin<Absolut
susimavoruna	su+SIMA<Indikativ<han+UNA
susimavunga	su+SIMA<Indikativ<jeg
susimasarattalu	su+SIMA=TAR<Causativ<vi+LU
sussagaluarferujussuattulluunniit	su-SSA=GALUAR+FIK-RUJUK=SUAQ<ental<deres<Aequalis+LUUNNIIT
sussagaluarpulli	su-SSA=GALUAR<Indikativ<de+LI
susaraluartunga	su+TAR=GALUAR<Participium<jeg
susartormiuummanuna	su+TAR+TUQ+MIU-U<Causativ<han+UNA
susorujorujussuullutik	su+TUQ=RUJUK=RUJUK=SUAQ=U<Ledsagemåde<de_selv
susussaasoq	su+TUQ=SSAQ=U<Participium<han
suikkamalu	su-VIP<Causativ<jeg+LU
taalaarakku	taa-LAAR<Causativ<JegHam
taalaartarakku	taa-LAAR=TAR<Causativ<JegHam
taalaartarlarali	taa-LAAR=TAR<Optativ<JegHam+LI
taalerpalli	taa-LIR<Indikativ<DuHam+LI
taanerulluguli	taa+NIRU<Ledsagemåde<ham+LI
taanngiliuk	taa-NNGIT<Interrogativ<DuHam
taareerpatit	taa-RIIR<Indikativ<DuDem
taasarmangaana	taa+TAR<Causativ<HanMig+UNA
taasorujussuutigilluunniit	taa+TUQ=RUJUK=SUAQ=U<Imperativ<ViDem+LUUNNIIT
taavallaarakkulu	taa+VALLAAR<Causativ<JegHam+LU
takisooq	takisooq<ental<Absolut
takisuualli	takisooq<ental<Absolut<deres+LI
takisuumiiginnarlutik	takisooq<ental<Instrumentalis-IR-INNAR<Ledsagemåde<de_selv
takulaarluginuna	taku-LAAR<Ledsagemåde<dem+UNA
takoqqaarmanga	taku-QQAAR<Causativ<HanMig
takoqilara	taku-QӘ<Optativ<JegHam
takoriartigillu	taku-RIAR<Imperativ<ViDem+LU
takoriarlara	taku-RIAR<Optativ<JegHam
takoriarlaralu	taku-RIAR<Optativ<JegHam+LU
takoreertigilli	taku-RIIR<Imperativ<ViDem+LI
takoreertigillu	taku-RIIR<Imperativ<ViDem+LU
takoreerlunga	taku-RIIR<Ledsagemåde<mig
takusimalaralu	taku+SIMA<Optativ<JegHam+LU
takussagaluarpassiuna	taku-SSA=GALUAR<Indikativ<JegJer+UNA
takusorujorujussuullugit	taku+TUQ=RUJUK=RUJUK=SUAQ=U<Ledsagemåde<dem
tallimaannalerereernerpaaq	tallimat-INNAQ-LIRI-RIIR+NIRPAAQ<ental<Absolut
tallimaannaleqaajuk	tallimat-INNAQ-LIR_nv-QӘ<Interrogativ<DuHam
tallimassalerisunga	tallimat-SSAQ-LIRI<Participium<jeg
tallimassalereerparpununa	tallimat-SSAQ-LIR_nv-RIIR<Indikativ<ViHam+UNA
tallimassanngoreerpisi	tallimat-SSAQ-NNGUR-RIIR<Interrogativ<I
tallimassaqassagaluarnerpaaqannginnerata	tallimat-SSAQ-QAR-SSA=GALUAR+NIRPAAQ-QAR-NNGIT+NIQ<ental<hans<Relativ
tallimassarsioqisorujussui	tallimat-SSAQ+SIUR-QӘ+TUQ-RUJUK=SUAQ<flertal<deres<Absolut
tallimassaaneratalu	tallimat-SSAQ-U+NIQ<ental<hans<Relativ+LU
tallimassaatippassilu	tallimat-SSAQ-U+TIP<Indikativ<JegJer+LU
tallimaninguna	tallimat<Talord<Instrumentalis+UNA
tallimani	tallimat<Talord<Lokalis
tamakku	tamakku<Pronomen<flertal<Absolut
tamakkuli	tamakku<Pronomen<flertal<Absolut+LI
tamanna	tamanna<Pronomen<ental<Absolut
tamannali	tamanna<Pronomen<ental<Absolut+LI
tamannaana	tamanna<Pronomen<ental<Absolut+UNA
tamarmik	tamarmik<Adjektiv
tamarmillu	tamarmik<Adjektiv+LU
tamarmilluunniit	tamarmik<Adjektiv+LUUNNIIT
tamatta	tamatta<Adjektiv
Tasiilaq	Tasiilaq<ental<Absolut
Tasiilarli	Tasiilaq<ental<Absolut+LI
Tasiilarlu	Tasiilaq<ental<Absolut+LU
Tasiilarluunniit	Tasiilaq<ental<Absolut+LUUNNIIT
Tasiilamik	Tasiilaq<Instrumentalis
Tasiilamilli	Tasiilaq<Instrumentalis+LI
Tasiilaminguna	Tasiilaq<Instrumentalis+UNA
Tasiilami	Tasiilaq<Lokalis
Tasiilameeqqaarneq	Tasiilaq<Lokalis+IP-QQAAR+NIQ<ental<Absolut
Tasiilameeriarmat	Tasiilaq<Lokalis+IP-RIAR<Causativ<han
Tasiilameeriarfittaareernini	Tasiilaq<Lokalis+IP-RIAR+FIK+TAAR-RIIR+NIQ<ental<sin<Absolut
Tasiilameeriarlutillu	Tasiilaq<Lokalis+IP-RIAR<Ledsagemåde<de_selv+LU
Tasiilameeriarniniuna	Tasiilaq<Lokalis+IP-RIAR+NIQ<ental<sin<Absolut+UNA
Tasiilameereermalli	Tasiilaq<Lokalis+IP-RIIR<Causativ<han+LI
Tasiilarmiuli	Tasiilaq+MIU<ental<Absolut+LI
Tasiilarmiunik	Tasiilaq+MIU<flertal<Instrumentalis
Tasiilarmiunillu	Tasiilaq+MIU<flertal<Instrumentalis+LU
Tasiilarmiuni	Tasiilaq+MIU<flertal<Lokalis
Tasiilarmiuneeqqaaratta	Tasiilaq+MIU<flertal<Lokalis+IP-QQAAR<Causativ<vi
Tasiilarmiulerimmalli	Tasiilaq+MIU-LIRI<Causativ<han+LI
Tasiilarmiuleripput	Tasiilaq+MIU-LIRI<Indikativ<de
Tasiilarmiulerinini	Tasiilaq+MIU-LIRI+NIQ<ental<sin<Absolut
Tasiilarmiunnguinnartullu	Tasiilaq+MIU-NNGUR-INNAR<Participium<de+LU
Tasiilarmiunngulaartartungaluunniit	Tasiilaq+MIU-NNGUR-LAAR=TAR<Participium<jeg+LUUNNIIT
Tasiilarmioqarpoq	Tasiilaq+MIU-QAR<Indikativ<han
Tasiilarmioqarporli	Tasiilaq+MIU-QAR<Indikativ<han+LI
Tasiilarmioqarpa	Tasiilaq+MIU-QAR<Interrogativ<han
Tasiilarmioqarneq	Tasiilaq+MIU-QAR+NIQ<ental<Absolut
Tasiilarmioqarnerli	Tasiilaq+MIU-QAR+NIQ<ental<Absolut+LI
Tasiilarmioqartorlu	Tasiilaq+MIU-QAR<Participium<han+LU
Tasiilarmioqartorli	Tasiilaq+MIU-QAR+TUQ<ental<Absolut+LI
Tasiilarmioqartoruna	Tasiilaq+MIU-QAR+TUQ<ental<Absolut+UNA
Tasiilarmiuufferujussuanni	Tasiilaq+MIU-U+FIK-RUJUK=SUAQ<flertal<min<Lokalis
Tasiilarmioorusummanuna	Tasiilaq+MIU-U+GUSUP<Causativ<han+UNA
Tasiilarmioorusullutilli	Tasiilaq+MIU-U+GUSUP<Ledsagemåde<de_selv+LI
Tasiilarmiuuinnartulereqigamaluunniit	Tasiilaq+MIU-U-INNAR+TUQ-LIRI-QӘ<Causativ<jeg+LUUNNIIT
Tasiilarmiooqquara	Tasiilaq+MIU-U-QQU<Indikativ<JegHam
Tasiilarmiooqqullunga	Tasiilaq+MIU-U-QQU<Ledsagemåde<mig
Tasiilarmiooriaratta	Tasiilaq+MIU-U-RIAR<Causativ<vi
Tasiilarmiuusarfigiileriniarnerma	Tasiilaq+MIU-U+TAR+FIK+GIIT-LIRI+NIAR+NIQ<ental<min<Relativ
Tasiilamut	Tasiilaq<Terminalis
Tasiilamukalaartarpungali	Tasiilaq<Terminalis-KAR-LAAR=TAR<Indikativ<jeg+LI
Tasiilamukannginnerlu	Tasiilaq<Terminalis-KAR-NNGIT+NIQ<ental<Absolut+LU
Tasiilamukanngitsulli	Tasiilaq<Terminalis-KAR-NNGIT<Participium<de+LI
Tasiilamukanngitsunga	Tasiilaq<Terminalis-KAR-NNGIT<Participium<jeg
Tasiilamukaqqaarmatali	Tasiilaq<Terminalis-KAR-QQAAR<Causativ<de+LI
Tasiilamukartorluunniit	Tasiilaq<Terminalis-KAR+TUQ<ental<Absolut+LUUNNIIT
Tasiilamukavinnerluunniit	Tasiilaq<Terminalis-KAR-VIP+NIQ<ental<Absolut+LUUNNIIT
Tasiilamullu	Tasiilaq<Terminalis+LU
Tasiilamulluunniit	Tasiilaq<Terminalis+LUUNNIIT
Tasiilamununa	Tasiilaq<Terminalis+UNA
Tasiilakkut	Tasiilaq<Vialis
Tasiilakkulli	Tasiilaq<Vialis+LI
Tasiilakkullu	Tasiilaq<Vialis+LU
Tasiilakkulluunniit	Tasiilaq<Vialis+LUUNNIIT
tassa	tassa<Partikel
tassali	tassa<Partikel+LI
tassalu	tassa<Partikel+LU
tassaluunniit	tassa<Partikel+LUUNNIIT
tikimmangalu	tikip<Causativ<HanMig+LU
tikippassi	tikip<Indikativ<JegJer
tikippiuk	tikip<Interrogativ<DuHam
tikilerlugu	tikip-LIR<Ledsagemåde<ham
tikilluarlugilluunniit	tikip+LUAR<Ledsagemåde<dem+LUUNNIIT
tikinneqarlutilluunniit	tikip+NIQAR<Ledsagemåde<de_selv+LUUNNIIT
tikeqqaarlugilli	tikip-QQAAR<Ledsagemåde<dem+LI
tikeqqutigilli	tikip-QQU<Imperativ<ViDem+LI
tikeqqullunga	tikip-QQU<Ledsagemåde<mig
tikeqqularalu	tikip-QQU<Optativ<JegHam+LU
tikeqimmanga	tikip-QӘ<Causativ<HanMig
tikeriartigilluunniit	tikip-RIAR<Imperativ<ViDem+LUUNNIIT
tikeriarlara	tikip-RIAR<Optativ<JegHam
tikeriarlaralu	tikip-RIAR<Optativ<JegHam+LU
tikereerpaanga	tikip-RIIR<Indikativ<HanMig
tikereerpiuk	tikip-RIIR<Interrogativ<DuHam
tikereerlara	tikip-RIIR<Optativ<JegHam
tikissimatigilluunniit	tikip+SIMA<Imperativ<ViDem+LUUNNIIT
tikivitsigilluunniit	tikip-VIP<Imperativ<ViDem+LUUNNIIT
timmisartorli	timmisartoq<ental<Absolut+LI
timmisartorluunniit	timmisartoq<ental<Absolut+LUUNNIIT
timmisartoralu	timmisartoq<ental<min<Absolut+LU
timmisartuninguna	timmisartoq<flertal<Instrumentalis+UNA
timmisartuni	timmisartoq<flertal<Lokalis
timmisartoriilerisorujussuunerpaaqavillutik	timmisartoq+GIIT-LIRI+TUQ=RUJUK=SUAQ=U+NIRPAAQ-QAR-VIP<Ledsagemåde<de_selv
timmisartukkulluunniit	timmisartoq-KKUT<flertal<Absolut+LUUNNIIT
timmisartukkunneeqqutiginuna	timmisartoq-KKUT<flertal<Lokalis+IP-QQU<Imperativ<ViDem+UNA
timmisartullilluunniit	timmisartoq-LIK<flertal<Absolut+LUUNNIIT
timmisartulinneerpallaartunga	timmisartoq-LIK<flertal<Instrumentalis-IR+VALLAAR<Participium<jeg
timmisartuleriniartunngooriarattaluunniit	timmisartoq-LIRI+NIAR+TUQ-NNGUAQ-U-RIAR<Causativ<vi+LUUNNIIT
timmisartunngui	timmisartoq-NNGUAQ<flertal<hans<Absolut
timmisartunnguanngulertukusiulaartukooqigatta	timmisartoq-NNGUAQ-NNGUR-LIR+TUQ-KU+SIUR-LAAR+TUQ-KU-U-QӘ<Causativ<vi
timmisartunngorsimasartullu	timmisartoq-NNGUR+SIMA=TAR<Participium<de+LU
timmisartoqannginnini	timmisartoq-QAR-NNGIT+NIQ<ental<sin<Absolut
timmisartorujunnilu	timmisartoq-RUJUK<ental<sin<Absolut+LU
timmisartorujoqassallutilluunniit	timmisartoq-RUJUK-QAR-SSA<Ledsagemåde<de_selv+LUUNNIIT
timmisartorujoqassallutinguna	timmisartoq-RUJUK-QAR-SSA<Ledsagemåde<de_selv+UNA
timmisartorujussioriartorujussuattulluunniit	timmisartoq-RUJUK+SIUR-RIAR+TUQ-RUJUK=SUAQ<ental<deres<Aequalis+LUUNNIIT
timmisartorsioqqaarlutik	timmisartoq+SIUR-QQAAR<Ledsagemåde<de_selv
timmisartussakkununa	timmisartoq-SSAQ<ental<Vialis+UNA
timmisartussalilerakkuli	timmisartoq-SSAQ-LIR_nv-LIR<Causativ<JegHam+LI
timmisartussartaaqqutigilluunniit	timmisartoq-SSAQ+TAAR-QQU<Imperativ<ViDem+LUUNNIIT
timmisartussaagaluaminik	timmisartoq-SSAQ=U=GALUAQ<flertal<sin<Instrumentalis
timmisartuuinnarpit	timmisartoq-U-INNAR<Interrogativ<du
timmisartooqqaarfittaassava	timmisartoq-U-QQAAR+FIK+TAAR-SSA<Interrogativ<han
timmisartooqqutigit	timmisartoq-U-QQU<Imperativ<ViDem
tulluarmatali	tulluar<Causativ<de+LI
tulluaraluartununa	tulluar+GALUAR<Participium<de+UNA
tulluariartorpisi	tulluar+GIARTUR<Interrogativ<I
tulluariartornerlu	tulluar+GIARTUR+NIQ<ental<Absolut+LU
tulluariartortulli	tulluar+GIARTUR<Participium<de+LI
tulluarpoq	tulluar<Indikativ<han
tulluaannarpisi	tulluar-INNAR<Interrogativ<I
tulluarluinnartunga	tulluar+LUINNAR<Participium<jeg
tulluarnerfittaalaartartutut	tulluar+NIR+FIK+TAAR-LAAR=TAR+TUQ<ental<Aequalis
tulluarnerummanuna	tulluar+NIRU<Causativ<han+UNA
tulluartut	tulluar<Participium<de
tulluaqqaarfikkunneereertoqarpoq	tulluar-QQAAR+FIK-KKUT<flertal<Instrumentalis-IR-RIIR+TUQ-QAR<Indikativ<han
tulluassasungali	tulluar-SSA<Participium<jeg+LI
tulluartartui	tulluar+TAR+TUQ<flertal<deres<Absolut
tulluartorujorujussuua	tulluar+TUQ=RUJUK=RUJUK=SUAQ=U<Interrogativ<han
tulluartorujorujussuullutinguna	tulluar+TUQ=RUJUK=RUJUK=SUAQ=U<Ledsagemåde<de_selv+UNA
tulluartorujussuunerit	tulluar+TUQ=RUJUK=SUAQ=U+NIQ<flertal<Absolut
tulluartussaanini	tulluar+TUQ=SSAQ=U+NIQ<ental<sin<Absolut
tunuliaqulli	tunuliaqut<ental<Absolut+LI
tunuliaqullu	tunuliaqut<ental<Absolut+LU
tunuliaqununa	tunuliaqut<ental<Absolut+UNA
tunuliaqummillu	tunuliaqut<ental<Instrumentalis+LU
tunuliaqummeeqqaarpit	tunuliaqut<ental<Lokalis+IP-QQAAR<Interrogativ<du
tunuliaqummukalaartartulli	tunuliaqut<ental<Terminalis-KAR-LAAR=TAR<Participium<de+LI
tunuliaqummukariarmalli	tunuliaqut<ental<Terminalis-KAR-RIAR<Causativ<han+LI
tunuliaqummukariarfeqaqigattali	tunuliaqut<ental<Terminalis-KAR-RIAR+FIK-QAR-QӘ<Causativ<vi+LI
tunuliaqummukariartorujunnilu	tunuliaqut<ental<Terminalis-KAR-RIAR+TUQ-RUJUK<ental<sin<Absolut+LU
tunuliaqummulluunniit	tunuliaqut<ental<Terminalis+LUUNNIIT
tunuliaqutileriarlugulu	tunuliaqut-LIR_nv-RIAR<Ledsagemåde<ham+LU
tunuliaquterpassui	tunuliaqut+PASSUAQ<flertal<deres<Absolut
tunuliaqutaasariaqarnerpaanili	tunuliaqut-U+TARIAQAR+NIRPAAQ<flertal<Lokalis+LI
tusagassiortooqisorujulereerakkuli	tusagassiortoq-U-QӘ+TUQ-RUJUK-LIR_nv-RIIR<Causativ<JegHam+LI
tusarnerutigillu	tusar+NIRU<Imperativ<ViDem+LU
tusaqqaarlara	tusar-QQAAR<Optativ<JegHam
tusaqquaannga	tusar-QQU<Indikativ<DeMig
tusareermanga	tusar-RIIR<Causativ<HanMig
tusartarluguuna	tusar+TAR<Ledsagemåde<ham+UNA
tusilalerpunga	tusilar-LIR<Indikativ<jeg
tusilanngilanga	tusilar-NNGIT<Indikativ<jeg
tusilarnatinguna	tusilar-NNGIT<Ledsagemåde<de_selv+UNA
tusilanngitsoq	tusilar-NNGIT<Participium<han
tusilavimmatalu	tusilar-VIP<Causativ<de+LU
tusilavittulli	tusilar-VIP<Participium<de+LI
tutsiuteqqimmat	tutsiuteqqip<Causativ<han
tutsiuteqqikkaluarferujooqqulara	tutsiuteqqip+GALUAR+FIK-RUJUK-U-QQU<Optativ<JegHam
tutsiuteqqikkiartortoqalaarnerpaavi	tutsiuteqqip+GIARTUR+TUQ-QAR-LAAR+NIRPAAQ<flertal<hans<Absolut
tutsiuteqqittunga	tutsiuteqqip<Participium<jeg
tutsiuteqqeqqaarpoq	tutsiuteqqip-QQAAR<Indikativ<han
tutsiuteqqeqimmatalu	tutsiuteqqip-QӘ<Causativ<de+LU
tutsiuteqqeriartoq	tutsiuteqqip-RIAR+TUQ<ental<Absolut
tutsiuteqqeriartukusiulaarnerpaarli	tutsiuteqqip-RIAR+TUQ-KU+SIUR-LAAR+NIRPAAQ<ental<Absolut+LI
tutsiuteqqissinnaanertulli	tutsiuteqqip+SINNAA+NIQ<ental<Aequalis+LI
tutsiuteqqittorujussuusulli	tutsiuteqqip+TUQ=RUJUK=SUAQ=U<Participium<de+LI
uagut	uagut<Pronomen<ental<Absolut
uagulli	uagut<Pronomen<ental<Absolut+LI
uagullu	uagut<Pronomen<ental<Absolut+LU
uagulluunniit	uagut<Pronomen<ental<Absolut+LUUNNIIT
uagununa	uagut<Pronomen<ental<Absolut+UNA
uannit	uanga<Pronomen<Ablativ<jeg
uannillu	uanga<Pronomen<Ablativ<jeg+LU
uannilluunniit	uanga<Pronomen<Ablativ<jeg+LUUNNIIT
uanninuna	uanga<Pronomen<Ablativ<jeg+UNA
uanga	uanga<Pronomen<jeg
uangali	uanga<Pronomen<jeg+LI
uangalu	uanga<Pronomen<jeg+LU
uannulluunniit	uanga<Pronomen<Terminalis<jeg+LUUNNIIT
uannununa	uanga<Pronomen<Terminalis<jeg+UNA
uani	uani<Partikel
uaniluunniit	uani<Partikel+LUUNNIIT
uaniuna	uani<Partikel+UNA
ukiigamaana	ukii<Causativ<jeg+UNA
ukeerusufferujooqquaraluunniit	ukii+GUSUP+FIK-RUJUK-U-QQU<Indikativ<JegHam+LUUNNIIT
ukeerusuttoq	ukii+GUSUP<Participium<han
ukiivit	ukii<Interrogativ<du
ukiilaarlutinguna	ukii-LAAR<Ledsagemåde<de_selv+UNA
ukiilluinnartungalu	ukii+LUINNAR<Participium<jeg+LU
ukiinikuugama	ukii+NIKUU<Causativ<jeg
ukiinerunerpaartaaqqularaluunniit	ukii+NIRU+NIRPAAQ+TAAR-QQU<Optativ<JegHam+LUUNNIIT
ukeeqqaarpit	ukii-QQAAR<Interrogativ<du
ukeeqquaa	ukii-QQU<Indikativ<HanHam
ukeeqaaq	ukii-QӘ<Indikativ<han
ukeeqalutilli	ukii-QӘ<Ledsagemåde<de_selv+LI
ukeeqalutillu	ukii-QӘ<Ledsagemåde<de_selv+LU
ukeeqisora	ukii-QӘ+TUQ<ental<min<Absolut
ukeeriarlutillu	ukii-RIAR<Ledsagemåde<de_selv+LU
ukeereerama	ukii-RIIR<Causativ<jeg
ukeereerfeqavippa	ukii-RIIR+FIK-QAR-VIP<Interrogativ<han
ukeereerpugununa	ukii-RIIR<Indikativ<vi+UNA
ukiisinnaaffeqavinnerpaanneeqqaarlutilluunniit	ukii+SINNAA+FIK-QAR-VIP+NIRPAAQv<flertal<min<Lokalis+IP-QQAAR<Ledsagemåde<de_selv+LUUNNIIT
ukiititsigit	ukii+TIP<Imperativ<ViDem
ukiisussaagamaluunniit	ukii+TUQ=SSAQ=U<Causativ<jeg+LUUNNIIT
ukioq	ukioq<ental<Absolut
ukiualluunniit	ukioq<ental<Absolut<deres+LUUNNIIT
ukiunnguinnarpa	ukioq-NNGUR-INNAR<Interrogativ<han
ukiortaannarnerlu	ukioq+TAAR-INNAR+NIQ<ental<Absolut+LU
ukiuujartornerpaarsioqqaarnini	ukioq-U+GIARTUR+NIRPAAQ+SIUR-QQAAR+NIQ<ental<sin<Absolut
ukiooqqutigillu	ukioq-U-QQU<Imperativ<ViDem+LU
ukiuusariaqarlutinguna	ukioq-U+TARIAQAR<Ledsagemåde<de_selv+UNA
ulapaaraluarpoq	ulapaar+GALUAR<Indikativ<han
ulapaalaartorisarpakkaluunniit	ulapaar-LAAR+TUQ+GӘ+TAR<Indikativ<JegDem+LUUNNIIT
ulapaarluarlutilluunniit	ulapaar+LUAR<Ledsagemåde<de_selv+LUUNNIIT
ulapaarluinnarpa	ulapaar+LUINNAR<Interrogativ<han
ulapaarniarninili	ulapaar+NIAR+NIQ<ental<sin<Absolut+LI
ulapaaqqaartoorusummata	ulapaar-QQAAR+TUQ-U+GUSUP<Causativ<de
ulapaarsinnaanerpaanngunngillalli	ulapaar+SINNAA+NIRPAAQ-NNGUR-NNGIT<Indikativ<de+LI
ullora	ulloq<ental<min<Absolut
ullumali	ulloq<ental<min<Relativ+LI
ullulilerititsiginuna	ulloq-LIK-LIRI+TIP<Imperativ<ViDem+UNA
ullulereqqulara	ulloq-LIRI-QQU<Optativ<JegHam
ullorujussuattulli	ulloq-RUJUK=SUAQ<ental<deres<Aequalis+LI
ullorsiulaarpa	ulloq+SIUR-LAAR<Interrogativ<han
ullooqaanuna	ulloq-U-QӘ<Indikativ<de+UNA
ullumi	ullumi<Partikel
ullumilu	ullumi<Partikel+LU
ullumiluunniit	ullumi<Partikel+LUUNNIIT
ungasifferujussuatali	ungasip+FIK-RUJUK=SUAQ<ental<deres<Relativ+LI
ungasittunga	ungasip<Participium<jeg
ungaseqqummanga	ungasip-QQU<Causativ<HanMig
ungaseqisui	ungasip-QӘ+TUQ<flertal<hans<Absolut
ungasereerpunga	ungasip-RIIR<Indikativ<jeg
ungasereernerpaartaartuugama	ungasip-RIIR+NIRPAAQ+TAAR+TUQ-U<Causativ<jeg
ungasereertoriileqqaartigilli	ungasip-RIIR+TUQ+GIIT-LIR_nv-QQAAR<Imperativ<ViDem+LI
ungasereertunngoorusuffiit	ungasip-RIIR+TUQ-NNGUAQ-U+GUSUP+FIK<flertal<Relativ
ungasissimasartooqqulara	ungasip+SIMA=TAR+TUQ-U-QQU<Optativ<JegHam
unimmata	unip<Causativ<de
unimmalli	unip<Causativ<han+LI
unimmallu	unip<Causativ<han+LU
unikkaluarfeqalerpungali	unip+GALUAR+FIK-QAR-LIR<Indikativ<jeg+LI
unippit	unip<Interrogativ<du
uninniarnatilluunniit	unip+NIAR=NNGIT<Ledsagemåde<de_selv+LUUNNIIT
unittorli	unip<Participium<han+LI
uneqqaarnerallu	unip-QQAAR+NIQ<ental<deres+LU
uneqqaartulli	unip-QQAAR<Participium<de+LI
uneqqugakku	unip-QQU<Causativ<JegHam
uneqqutigilli	unip-QQU<Imperativ<ViDem+LI
uneqqutiginuna	unip-QQU<Imperativ<ViDem+UNA
uneqquiuk	unip-QQU<Interrogativ<DuHam
uneqqullugu	unip-QQU<Ledsagemåde<ham
uneqqulara	unip-QQU<Optativ<JegHam
uneqaanga	unip-QӘ<Indikativ<jeg
uneqisussaleriarakku	unip-QӘ+TUQ-SSAQ-LIR_nv-RIAR<Causativ<JegHam
unereernerpaanili	unip-RIIR+NIRPAAQ<flertal<Lokalis+LI
unissagaluarpit	unip-SSA=GALUAR<Interrogativ<du
unittarporluunniit	unip+TAR<Indikativ<han+LUUNNIIT
unippallaarpungalu	unip+VALLAAR<Indikativ<jeg+LU
upernaaq	upernaaq<ental<Absolut
upernaarli	upernaaq<ental<Absolut+LI
upernaariileqalugilluunniit	upernaaq+GIIT-LIR_nv-QӘ<Ledsagemåde<dem+LUUNNIIT
upernaariinngoriarlutik	upernaaq+GIIT-NNGUR-RIAR<Ledsagemåde<de_selv
upernaarigaluarlarali	upernaaq+GӘ+GALUAR<Optativ<JegHam+LI
upernaariviuk	upernaaq+GӘ<Interrogativ<DuHam
upernaarinianngiliuk	upernaaq+GӘ+NIAR=NNGIT<Interrogativ<DuHam
upernaarissatigilli	upernaaq+GӘ-SSA<Imperativ<ViDem+LI
upernaakkunnilu	upernaaq-KKUT<flertal<Lokalis+LU
upernaakoqaqqaartoriilereqigattali	upernaaq-KU-QAR-QQAAR+TUQ+GIIT-LIRI-QӘ<Causativ<vi+LI
upernaalereriarlutinguna	upernaaq-LIRI-RIAR<Ledsagemåde<de_selv+UNA
upernaaleqaajuk	upernaaq-LIR_nv-QӘ<Interrogativ<DuHam
upernaalissallugilluunniit	upernaaq-LIR_nv-SSA<Ledsagemåde<dem+LUUNNIIT
upernaarmioqarpoq	upernaaq+MIU-QAR<Indikativ<han
upernaannguulaartarpa	upernaaq-NNGUAQ-U-LAAR=TAR<Interrogativ<han
upernaanngoqqaarattaana	upernaaq-NNGUR-QQAAR<Causativ<vi+UNA
upernaanngoqqutigit	upernaaq-NNGUR-QQU<Imperativ<ViDem
upernaarpassuaminik	upernaaq+PASSUAQ<flertal<sin<Instrumentalis
upernaaqassagaluarneq	upernaaq-QAR-SSA=GALUAR+NIQ<ental<Absolut
upernaaqassaangaana	upernaaq-QAR-SSA<Indikativ<jeg+UNA
upernaarujussuata	upernaaq-RUJUK=SUAQ<ental<hans<Relativ
upernaarsiorpit	upernaaq+SIUR<Interrogativ<du
upernaarsiulaarpungaana	upernaaq+SIUR-LAAR<Indikativ<jeg+UNA
upernaarsiulaartarmanuna	upernaaq+SIUR-LAAR=TAR<Causativ<han+UNA
upernaassalissagaluartigit	upernaaq-SSAQ-LIR_nv-SSA=GALUAR<Imperativ<ViDem
upernaajugaluarpunga	upernaaq-U+GALUAR<Indikativ<jeg
upernaaqqaarfililereerlunga	upernaaq-U-QQAAR+FIK-LIK-LIR_nv-RIIR<Ledsagemåde<mig
upernaajusorujorujussuunerpaaqavillutillu	upernaaq-U+TUQ=RUJUK=RUJUK=SUAQ=U+NIRPAAQ-QAR-VIP<Ledsagemåde<de_selv+LU
Upernavik	Upernavik<ental<Absolut
Upernavilli	Upernavik<ental<Absolut+LI
Upernavillu	Upernavik<ental<Absolut+LU
Upernavilluunniit	Upernavik<ental<Absolut+LUUNNIIT
Upernavinguna	Upernavik<ental<Absolut+UNA
Upernavimmik	Upernavik<Instrumentalis
Upernavimmilli	Upernavik<Instrumentalis+LI
Upernavimmillu	Upernavik<Instrumentalis+LU
Upernavimmilluunniit	Upernavik<Instrumentalis+LUUNNIIT
Upernavimminguna	Upernavik<Instrumentalis+UNA
Upernavimmi	Upernavik<Lokalis
Upernavimmeeqqaarlutik	Upernavik<Lokalis+IP-QQAAR<Ledsagemåde<de_selv
Upernavimmeeqqaartununa	Upernavik<Lokalis+IP-QQAAR<Participium<de+UNA
Upernavimmeeqqugakku	Upernavik<Lokalis+IP-QQU<Causativ<JegHam
Upernavimmeeqqulara	Upernavik<Lokalis+IP-QQU<Optativ<JegHam
Upernavimmeeriarattali	Upernavik<Lokalis+IP-RIAR<Causativ<vi+LI
