aamma	aamma<Partikel
Illoqqortoormiormiuusimasarlutik	Illoqqortoormiut+MIU-U+SIMA=TAR<Ledsagemåde<de_selv
Illoqqortoormiormiuussagaluarpit	Illoqqortoormiut+MIU-U-SSA=GALUAR<Interrogativ<du
illugitigit	illu+GӘ<Imperativ<ViDem
illulerineri	illu-LIRI+NIQ<flertal<hans<Absolut
illulerinernununa	illu-LIRI+NIQ<flertal<Terminalis+UNA
illunngoraluartungaana	illu-NNGUR+GALUAR<Participium<jeg+UNA
illunngussallutinguna	illu-NNGUR-SSA<Ledsagemåde<de_selv+UNA
illorpassuit	illu+PASSUAQ<flertal<Absolut
illorpassuillu	illu+PASSUAQ<flertal<Absolut+LU
illorpassuili	illu+PASSUAQ<flertal<hans<Absolut+LI
illorpassuarni	illu+PASSUAQ<flertal<Lokalis
illoqalaarpit	illu-QAR-LAAR<Interrogativ<du
illoqalaartungalu	illu-QAR-LAAR<Participium<jeg+LU
illoqalaartarlutillu	illu-QAR-LAAR=TAR<Ledsagemåde<de_selv+LU
illoqanngillalli	illu-QAR-NNGIT<Indikativ<de+LI
illoqanngilangali	illu-QAR-NNGIT<Indikativ<jeg+LI
illoqassavit	illu-QAR-SSA<Interrogativ<du
Ilulissat	Ilulissat<Absolut
Ilulissalli	Ilulissat<Absolut+LI
Ilulissanik	Ilulissat<Instrumentalis
Ilulissani	Ilulissat<Lokalis
Ilulissanili	Ilulissat<Lokalis+LI
Ilulissanilu	Ilulissat<Lokalis+LU
Ilulissaniuna	Ilulissat<Lokalis+UNA
Iluliarmiumilli	Ilulissat+MIU<ental<Instrumentalis+LI
Iluliarmiunillu	Ilulissat+MIU<flertal<Instrumentalis+LU
Iluliarmiulerigaluartungali	Ilulissat+MIU-LIRI+GALUAR<Participium<jeg+LI
Iluliarmiulerisimavit	Ilulissat+MIU-LIRI+SIMA<Interrogativ<du
Iluliarmioqarporli	Ilulissat+MIU-QAR<Indikativ<han+LI
Iluliarmioqarnerli	Ilulissat+MIU-QAR+NIQ+LI
Iluliarmioqarneruna	Ilulissat+MIU-QAR+NIQ+UNA
Iluliarmioqartoruna	Ilulissat+MIU-QAR<Participium<han+UNA
Iluliarmiuunatik	Ilulissat+MIU-U-NNGIT<Ledsagemåde<de_selv
Iluliarmiuusinnaavit	Ilulissat+MIU-U+SINNAA<Interrogativ<du
imaakkaluarpit	imaap+GALUAR<Interrogativ<du
imaakkaluarneri	imaap+GALUAR+NIQ<flertal<hans<Absolut
imaakkaluartut	imaap+GALUAR<Participium<de
imaakkaluartorli	imaap+GALUAR<Participium<han+LI
imaappungalu	imaap<Indikativ<jeg+LU
imaappit	imaap<Interrogativ<du
imaalaarnermut	imaap-LAAR+NIQ<ental<Terminalis
imaalaartartut	imaap-LAAR=TAR<Participium<de
imaallutik	imaap<Ledsagemåde<de_selv
imaallutilli	imaap<Ledsagemåde<de_selv+LI
imaallutinguna	imaap<Ledsagemåde<de_selv+UNA
imaanniarpit	imaap+NIAR<Interrogativ<du
imaanniannginneq	imaap+NIAR=NNGIT+NIQ<ental<Absolut
imaannatik	imaap-NNGIT<Ledsagemåde<de_selv
imaattoq	imaap<Participium<han
imaattunga	imaap<Participium<jeg
imaassimavit	imaap+SIMA<Interrogativ<du
imaassimanerniillutilli	imaap+SIMA+NIQ<flertal<Lokalis+IP<Ledsagemåde<de_selv+LI
imaassimasut	imaap+SIMA<Participium<de
imaassinnaavit	imaap+SINNAA<Interrogativ<du
imaassinnaallutillu	imaap+SINNAA<Ledsagemåde<de_selv+LU
imaassinnaallutinguna	imaap+SINNAA<Ledsagemåde<de_selv+UNA
imaassagaluarlutik	imaap-SSA=GALUAR<Ledsagemåde<de_selv
imaassappulli	imaap-SSA<Indikativ<de+LI
imaattaraluartorli	imaap+TAR=GALUAR<Participium<han+LI
imaattarput	imaap+TAR<Indikativ<de
imaattarlutillu	imaap+TAR<Ledsagemåde<de_selv+LU
imaattartoq	imaap+TAR<Participium<han
immikkoortumili	immikkoortoq<enta<Lokalisl+LI
immikkoortui	immikkoortoq<flertal<hans<Absolut
immikkoortullit	immikkoortoq-LIK<flertal<Absolut
immikkoortulilerilaarpit	immikkoortoq-LIK-LIRI-LAAR<Interrogativ<du
immikkoortormioqarnerli	immikkoortoq+MIU-QAR+NIQ+LI
immikkoortoqalaarlutinguna	immikkoortoq-QAR-LAAR<Ledsagemåde<de_selv+UNA
immikkoortoqarnianngilatit	immikkoortoq-QAR+NIAR=NNGIT<Interrogativ<du
immikkut	immikkut<Partikel
immikkulli	immikkut<Partikel+LI
immikkullu	immikkut<Partikel+LU
immikkununa	immikkut<Partikel+UNA
inunngoraluarpit	inunngor+GALUAR<Interrogativ<du
inunngorpulli	inunngor<Indikativ<de+LI
inunngorporli	inunngor<Indikativ<han+LI
inunngorpit	inunngor<Interrogativ<du
inunngulaarpit	inunngor-LAAR<Interrogativ<du
inunngulaarlutinguna	inunngor-LAAR<Ledsagemåde<de_selv+UNA
inunngulaarneq	inunngor-LAAR+NIQ<ental<Absolut
inunngulaarneri	inunngor-LAAR+NIQ<flertal<hans<Absolut
inunngulaarnernilli	inunngor-LAAR+NIQ<flertal<Instrumentalis+LI
inunngulaartoq	inunngor-LAAR<Participium<han
inunngulaartorlu	inunngor-LAAR<Participium<han+LU
inunngulaartarpunga	inunngor-LAAR=TAR<Indikativ<jeg
inunngulaartarpugut	inunngor-LAAR=TAR<Indikativ<vi
inunngorlutilli	inunngor<Ledsagemåde<de_selv+LI
inunngorniarlutik	inunngor+NIAR<Ledsagemåde<de_selv
inunngornianngilarli	inunngor+NIAR=NNGIT<Indikativ<han+LI
inunngornianngilanga	inunngor+NIAR=NNGIT<Indikativ<jeg
inunngorniarnatilli	inunngor+NIAR=NNGIT<Ledsagemåde<de_selv+LI
inunngunngillallu	inunngor-NNGIT<Indikativ<de+LU
inunngunngilanga	inunngor-NNGIT<Indikativ<jeg
inunngunngilagulli	inunngor-NNGIT<Indikativ<vi+LI
inunngunngilagullu	inunngor-NNGIT<Indikativ<vi+LU
inunngunngilatit	inunngor-NNGIT<Interrogativ<du
inunngornatik	inunngor-NNGIT<Ledsagemåde<de_selv
inunngornatillu	inunngor-NNGIT<Ledsagemåde<de_selv+LU
inunngunnginneri	inunngor-NNGIT+NIQ<flertal<hans<Absolut
inunngunngitsorlu	inunngor-NNGIT<Participium<han+LU
inunngortullu	inunngor<Participium<de+LU
inunngortununa	inunngor<Participium<de+UNA
inunngortorli	inunngor<Participium<han+LI
inunngortunga	inunngor<Participium<jeg
inunngorsimasunga	inunngor+SIMA<Participium<jeg
inunngorsimasarporuna	inunngor+SIMA=TAR<Indikativ<han+UNA
inunngorsimasarpit	inunngor+SIMA=TAR<Interrogativ<du
inunngorsimasarnerilli	inunngor+SIMA=TAR+NIQ<flertal<Relativ+LI
inunngorsinnaanerillu	inunngor+SINNAA+NIQ<flertal<Relativ+LU
inunngussagaluarneralli	inunngor-SSA=GALUAR+NIQ<ental<deres+LI
inunngussagaluarnerilli	inunngor-SSA=GALUAR+NIQ<flertal<Absolut+LI
inunngussavit	inunngor-SSA<Interrogativ<du
inunngussallutilli	inunngor-SSA<Ledsagemåde<de_selv+LI
inunngortaraluarpit	inunngor+TAR=GALUAR<Interrogativ<du
inunngortarpit	inunngor+TAR<Interrogativ<du
inunngortarlutilli	inunngor+TAR<Ledsagemåde<de_selv+LI
inunngortartut	inunngor+TAR<Participium<de
isuma	isuma<ental<Absolut
isumali	isuma<ental<Absolut+LI
isumaalu	isuma<ental<hans<Absolut+LU
isumaga	isuma<ental<min<Absolut
isumagaana	isuma<ental<min<Absolut+UNA
isumami	isuma<enta<Lokalisl
isumamiissimallutinguna	isuma<enta<Lokalisl+IP+SIMA<Ledsagemåde<de_selv+UNA
isumamut	isuma<ental<Terminalis
isumamununa	isuma<ental<Terminalis+UNA
isumaalu	isuma<flertal<hans<Absolut+LU
isumaninguna	isuma<flertal<Instrumentalis+UNA
isumaniinneq	isuma<flertal<Lokalis+IP+NIQ<ental<Absolut
isumagivaa	isuma+GӘ<Indikativ<HanHam
isumagilaartartiginuna	isuma+GӘ-LAAR=TAR<Imperativ<ViDem+UNA
isumaginngilakkalu	isuma+GӘ-NNGIT<Indikativ<JegDem+LU
isumagisimasartigit	isuma+GӘ+SIMA=TAR<Imperativ<ViDem
isumaannarniuna	isuma-INNAQ<flertal<Lokalis+UNA
isumallit	isuma-LIK<flertal<Absolut
isumalerippulli	isuma-LIRI<Indikativ<de+LI
isumalerinianngillat	isuma-LIRI+NIAR=NNGIT<Indikativ<de
isumaleriniannginnernili	isuma-LIRI+NIAR=NNGIT+NIQ<flertal<Lokalis+LI
isumamiunik	isuma+MIU<flertal<Instrumentalis
isumamiulerillutik	isuma+MIU-LIRI<Ledsagemåde<de_selv
isumamiulerissapput	isuma+MIU-LIRI-SSA<Indikativ<de
isumamiunngulaartunga	isuma+MIU-NNGUR-LAAR<Participium<jeg
isumamiunngorniarlutilli	isuma+MIU-NNGUR+NIAR<Ledsagemåde<de_selv+LI
isumamioqarpoq	isuma+MIU-QAR<Indikativ<han
isumamioqarporuna	isuma+MIU-QAR<Indikativ<han+UNA
isumamioqarneruna	isuma+MIU-QAR+NIQ+UNA
isumanngulaarlutillu	isuma-NNGUR-LAAR<Ledsagemåde<de_selv+LU
isumanngulaartarlutinguna	isuma-NNGUR-LAAR=TAR<Ledsagemåde<de_selv+UNA
isumanngortunga	isuma-NNGUR<Participium<jeg
isumanngorsimasarpit	isuma-NNGUR+SIMA=TAR<Interrogativ<du
isumanngussagaluarpit	isuma-NNGUR-SSA=GALUAR<Interrogativ<du
isumanngortaraluarpit	isuma-NNGUR+TAR=GALUAR<Interrogativ<du
isumanngortarnermununa	isuma-NNGUR+TAR+NIQ<ental<Terminalis+UNA
isumarpassuarni	isuma+PASSUAQ<flertal<Lokalis
isumaqalaarpungaana	isuma-QAR-LAAR<Indikativ<jeg+UNA
isumaqalaartarpugununa	isumaqar-LAAR=TAR<Indikativ<vi+UNA
isumaqanngilatit	isuma-QAR-NNGIT<Interrogativ<du
isumaqanngitsunga	isumaqar-NNGIT<Participium<jeg
isumaqartut	isumaqar<Participium<de
isumaqarsimasarneq	isuma-QAR+SIMA=TAR+NIQ<ental<Absolut
isumaqarsimasarnerni	isumaqar+SIMA=TAR+NIQ<flertal<Lokalis
isumaqassapput	isumaqar-SSA<Indikativ<de
isumaqassaanga	isumaqar-SSA<Indikativ<jeg
isumaallutilli	isuma-U<Ledsagemåde<de_selv+LI
isumaallutinguna	isuma-U<Ledsagemåde<de_selv+UNA
isumaaniannginneri	isuma-U+NIAR=NNGIT+NIQ<flertal<hans<Absolut
isumaannginnernillu	isuma-U-NNGIT+NIQ<flertal<Instrumentalis+LU
Ivittuut	Ivittuut<Absolut
Ivittuulli	Ivittuut<Absolut+LI
Ivittuullu	Ivittuut<Absolut+LU
Ivittuununa	Ivittuut<Absolut+UNA
Ivittuunik	Ivittuut<Instrumentalis
Ivittuunilli	Ivittuut<Instrumentalis+LI
Ivittuunillu	Ivittuut<Instrumentalis+LU
Ivittuuninguna	Ivittuut<Instrumentalis+UNA
Ivittuuni	Ivittuut<Lokalis
Ivittuunili	Ivittuut<Lokalis+LI
Ivittuunilu	Ivittuut<Lokalis+LU
Ivittuuniuna	Ivittuut<Lokalis+UNA
Ivittoormiu	Ivittuut+MIU<ental<Absolut
Ivittoormiuuna	Ivittuut+MIU<ental<Absolut+UNA
Ivittoormiuminguna	Ivittuut+MIU<ental<Instrumentalis+UNA
Ivittoormiumi	Ivittuut+MIU<ental<Lokalis
Ivittoormiumili	Ivittuut+MIU<ental<Lokalis+LI
Ivittoormiumilu	Ivittuut+MIU<ental<Lokalis+LU
Ivittoormiunik	Ivittuut+MIU<flertal<Instrumentalis
Ivittoormiunilli	Ivittuut+MIU<flertal<Instrumentalis+LI
Ivittoormiunillu	Ivittuut+MIU<flertal<Instrumentalis+LU
Ivittoormiuni	Ivittuut+MIU<flertal<Lokalis
Ivittoormiunili	Ivittuut+MIU<flertal<Lokalis+LI
Ivittoormiuniuna	Ivittuut+MIU<flertal<Lokalis+UNA
Ivittoormiulerisunga	Ivittuut+MIU-LIRI<Participium<jeg
Ivittoormiulerisungaana	Ivittuut+MIU-LIRI<Participium<jeg+UNA
Ivittoormiunngulaarpununa	Ivittuut+MIU-NNGUR-LAAR<Indikativ<de+UNA
Ivittoormiunngorlutilli	Ivittuut+MIU-NNGUR<Ledsagemåde<de_selv+LI
Ivittoormiunngorlutinguna	Ivittuut+MIU-NNGUR<Ledsagemåde<de_selv+UNA
Ivittoormiunngornatik	Ivittuut+MIU-NNGUR-NNGIT<Ledsagemåde<de_selv
Ivittoormiunngornatilli	Ivittuut+MIU-NNGUR-NNGIT<Ledsagemåde<de_selv+LI
Ivittoormiunngornatinguna	Ivittuut+MIU-NNGUR-NNGIT<Ledsagemåde<de_selv+UNA
Ivittoormiunngunngitsunga	Ivittuut+MIU-NNGUR-NNGIT<Participium<jeg
Ivittoormioqarpoq	Ivittuut+MIU-QAR<Indikativ<han
Ivittoormioqarporli	Ivittuut+MIU-QAR<Indikativ<han+LI
Ivittoormioqarporuna	Ivittuut+MIU-QAR<Indikativ<han+UNA
Ivittoormioqarneq	Ivittuut+MIU-QAR+NIQ
Ivittoormioqarnerli	Ivittuut+MIU-QAR+NIQ+LI
Ivittoormioqarnerlu	Ivittuut+MIU-QAR+NIQ+LU
Ivittoormioqarneruna	Ivittuut+MIU-QAR+NIQ+UNA
Ivittoormioqartoq	Ivittuut+MIU-QAR<Participium<han
Ivittoormioqartorli	Ivittuut+MIU-QAR<Participium<han+LI
Ivittoormioqartorlu	Ivittuut+MIU-QAR<Participium<han+LU
Ivittoormioqartoruna	Ivittuut+MIU-QAR<Participium<han+UNA
Ivittoormiuugaluarlutik	Ivittuut+MIU-U+GALUAR<Ledsagemåde<de_selv
Ivittoormiuugaluarlutilli	Ivittuut+MIU-U+GALUAR<Ledsagemåde<de_selv+LI
Ivittoormiuugaluarnera	Ivittuut+MIU-U+GALUAR+NIQ<ental<hans<Absolut
Ivittoormiuugaluartoq	Ivittuut+MIU-U+GALUAR<Participium<han
Ivittoormiuuvorli	Ivittuut+MIU-U<Indikativ<han+LI
Ivittoormiuuit	Ivittuut+MIU-U<Interrogativ<du
Ivittoormiuulaarpit	Ivittuut+MIU-U-LAAR<Interrogativ<du
Ivittoormiuulaartarpoq	Ivittuut+MIU-U-LAAR=TAR<Indikativ<han
Ivittoormiuulaartarlutinguna	Ivittuut+MIU-U-LAAR=TAR<Ledsagemåde<de_selv+UNA
Ivittoormiuullutik	Ivittuut+MIU-U<Ledsagemåde<de_selv
Ivittoormiuuniarpit	Ivittuut+MIU-U+NIAR<Interrogativ<du
Ivittoormiuuniartunga	Ivittuut+MIU-U+NIAR<Participium<jeg
Ivittoormiuunngilatit	Ivittuut+MIU-U-NNGIT<Interrogativ<du
Ivittoormiuunatik	Ivittuut+MIU-U-NNGIT<Ledsagemåde<de_selv
Ivittoormiuunnginnerilli	Ivittuut+MIU-U-NNGIT+NIQ<flertal<Absolut+LI
Ivittoormiuusungalu	Ivittuut+MIU-U<Participium<jeg+LU
Ivittoormiuusimasunga	Ivittuut+MIU-U+SIMA<Participium<jeg
Ivittoormiuusimasarnerilli	Ivittuut+MIU-U+SIMA=TAR+NIQ<flertal<Absolut+LI
Ivittoormiuusinnaavit	Ivittuut+MIU-U+SINNAA<Interrogativ<du
Ivittoormiuusinnaasunga	Ivittuut+MIU-U+SINNAA<Participium<jeg
Ivittoormiuussallutillu	Ivittuut+MIU-U-SSA<Ledsagemåde<de_selv+LU
Ivittoormiuussasoruna	Ivittuut+MIU-U-SSA<Participium<han+UNA
Ivittoormiuusarnermununa	Ivittuut+MIU-U+TAR+NIQ<ental<Terminalis+UNA
kalaaleq	kalaaleq<ental<Absolut
kalaaleruna	kalaaleq<ental<Absolut+UNA
kalaallimillu	kalaaleq<ental<Instrumentalis+LU
kalaallimi	kalaaleq<ental<Lokalis
kalaallimiinngilanga	kalaaleq<ental<Lokalis+IP-NNGIT<Indikativ<jeg
kalaallimilu	kalaaleq<ental<Lokalis+LU
kalaallimut	kalaaleq<ental<Terminalis
kalaallimununa	kalaaleq<ental<Terminalis+UNA
kalaallinilli	kalaaleq<flertal<Instrumentalis+LI
kalaallininguna	kalaaleq<flertal<Instrumentalis+UNA
kalaallini	kalaaleq<flertal<Lokalis
kalaalliniikkaluartungaana	kalaaleq<flertal<Lokalis+IP+GALUAR<Participium<jeg+UNA
kalaallinili	kalaaleq<flertal<Lokalis+LI
kalaalliniuna	kalaaleq<flertal<Lokalis+UNA
kalaalerigaluartigilli	kalaaleq+GӘ+GALUAR<Imperativ<ViDem+LI
kalaaleritiginuna	kalaaleq+GӘ<Imperativ<ViDem+UNA
kalaalerinianngilaat	kalaaleq+GӘ+NIAR=NNGIT<Indikativ<DeHam
kalaalerinianngilaa	kalaaleq+GӘ+NIAR=NNGIT<Indikativ<HanHam
kalaalerissatigillu	kalaaleq+GӘ-SSA<Imperativ<ViDem+LU
kalaalerisaraluartigillu	kalaaleq+GӘ+TAR=GALUAR<Imperativ<ViDem+LU
kalaaliinnaat	kalaaleq-INNAQ<flertal<Relativ
kalaaliinnalerillutilli	kalaaleq-INNAQ-LIRI<Ledsagemåde<de_selv+LI
kalaaliinnalerinngilangaana	kalaaleq-INNAQ-LIRI-NNGIT<Indikativ<jeg+UNA
kalaaliinnaavit	kalaaleq-INNAQ-U<Interrogativ<du
kalaalilik	kalaaleq-LIK<ental<Absolut
kalaalilimmulli	kalaaleq-LIK<ental<Terminalis+LI
kalaalinngulaarpoq	kalaaleq-NNGUR-LAAR<Indikativ<han
kalaalinngulaartarpit	kalaaleq-NNGUR-LAAR=TAR<Interrogativ<du
kalaalerpassuili	kalaaleq+PASSUAQ<flertal<hans<Absolut+LI
kalaaleqalaartoq	kalaaleq-QAR-LAAR<Participium<han
kalaaleqalaartarneq	kalaaleq-QAR-LAAR=TAR+NIQ
kalaaleqanngilaq	kalaaleq-QAR-NNGIT<Indikativ<han
kalaaleqassagaluarnerli	kalaaleq-QAR-SSA=GALUAR+NIQ+LI
kalaaliuvunga	kalaaleq-U<Indikativ<jeg
kalaaliusimasarpit	kalaaleq-U+SIMA=TAR<Interrogativ<du
kalaaliussagaluarpunga	kalaaleq-U-SSA=GALUAR<Indikativ<jeg
kalaaliussavit	kalaaleq-U-SSA<Interrogativ<du
kalaallisut	kalaallisut<Partikel
kalaallisulli	kalaallisut<Partikel+LI
kalaallisullu	kalaallisut<Partikel+LU
kalaallisununa	kalaallisut<Partikel+UNA
Kangaatsiaq	Kangaatsiaq<Absolut
Kangaatsiarli	Kangaatsiaq<Absolut+LI
Kangaatsiarlu	Kangaatsiaq<Absolut+LU
Kangaatsiaruna	Kangaatsiaq<Absolut+UNA
Kangaatsiamik	Kangaatsiaq<Instrumentalis
Kangaatsiamilli	Kangaatsiaq<Instrumentalis+LI
Kangaatsiamillu	Kangaatsiaq<Instrumentalis+LU
Kangaatsiaminguna	Kangaatsiaq<Instrumentalis+UNA
Kangaatsiami	Kangaatsiaq<Lokalis
Kangaatsiamilu	Kangaatsiaq<Lokalis+LU
Kangaatsiamiuna	Kangaatsiaq<Lokalis+UNA
Kangaatsiarmiu	Kangaatsiaq+MIU<ental<Absolut
Kangaatsiarmiulerivit	Kangaatsiaq+MIU-LIRI<Interrogativ<du
Kangaatsiarmiulerilaartarpunga	Kangaatsiaq+MIU-LIRI-LAAR=TAR<Indikativ<jeg
Kangaatsiarmiulerinianngilatit	Kangaatsiaq+MIU-LIRI+NIAR=NNGIT<Interrogativ<du
Kangaatsiarmiunngorlutik	Kangaatsiaq+MIU-NNGUR<Ledsagemåde<de_selv
Kangaatsiarmiunngussagaluarlutinguna	Kangaatsiaq+MIU-NNGUR-SSA=GALUAR<Ledsagemåde<de_selv+UNA
Kangaatsiarmioqarnerli	Kangaatsiaq+MIU-QAR+NIQ+LI
Kangaatsiarmioqarneruna	Kangaatsiaq+MIU-QAR+NIQ+UNA
Kangaatsiarmioqartorli	Kangaatsiaq+MIU-QAR<Participium<han+LI
Kangaatsiarmioqartoruna	Kangaatsiaq+MIU-QAR<Participium<han+UNA
Kangaatsiarmiuugaluarlutilli	Kangaatsiaq+MIU-U+GALUAR<Ledsagemåde<de_selv+LI
Kangaatsiarmiuulaartarpulli	Kangaatsiaq+MIU-U-LAAR=TAR<Indikativ<de+LI
Kangaatsiarmiuunngilangalu	Kangaatsiaq+MIU-U-NNGIT<Indikativ<jeg+LU
Kangaatsiarmiuusut	Kangaatsiaq+MIU-U<Participium<de
Kangaatsiarmiuusunga	Kangaatsiaq+MIU-U<Participium<jeg
Kangaatsiarmiuusimaneq	Kangaatsiaq+MIU-U+SIMA+NIQ<ental<Absolut
Kangaatsiarmiuusimasarpununa	Kangaatsiaq+MIU-U+SIMA=TAR<Indikativ<de+UNA
Kangaatsiarmiuussagaluarlutinguna	Kangaatsiaq+MIU-U-SSA=GALUAR<Ledsagemåde<de_selv+UNA
Kangaatsiarmiuussaangali	Kangaatsiaq+MIU-U-SSA<Indikativ<jeg+LI
Kangaatsiamut	Kangaatsiaq<Terminalis
Kangaatsiamulli	Kangaatsiaq<Terminalis+LI
Kangaatsiamununa	Kangaatsiaq<Terminalis+UNA
Kangerlussuaq	Kangerlussuaq<Absolut
Kangerlussuarli	Kangerlussuaq<Absolut+LI
Kangerlussuarlu	Kangerlussuaq<Absolut+LU
Kangerlussuaruna	Kangerlussuaq<Absolut+UNA
Kangerlussuarmik	Kangerlussuaq<Instrumentalis
Kangerlussuarminguna	Kangerlussuaq<Instrumentalis+UNA
Kangerlussuarmi	Kangerlussuaq<Lokalis
Kangerlussuarmiuna	Kangerlussuaq<Lokalis+UNA
Kangerlussuarmiu	Kangerlussuaq+MIU<ental<Absolut
Kangerlussuarmiumununa	Kangerlussuaq+MIU<ental<Terminalis+UNA
Kangerlussuarmiunillu	Kangerlussuaq+MIU<flertal<Instrumentalis+LU
Kangerlussuarmiuni	Kangerlussuaq+MIU<flertal<Lokalis
Kangerlussuarmiuleriniarneriuna	Kangerlussuaq+MIU-LIRI+NIAR+NIQ<flertal<hans<Absolut+UNA
Kangerlussuarmiulerisimasarnerniinnianngilatit	Kangerlussuaq+MIU-LIRI+SIMA=TAR+NIQ<flertal<Lokalis+IP+NIAR=NNGIT<Interrogativ<du
Kangerlussuarmiunngornianngillat	Kangerlussuaq+MIU-NNGUR+NIAR=NNGIT<Indikativ<de
Kangerlussuarmiunngussagaluarpoq	Kangerlussuaq+MIU-NNGUR-SSA=GALUAR<Indikativ<han
Kangerlussuarmioqarpoq	Kangerlussuaq+MIU-QAR<Indikativ<han
Kangerlussuarmioqarnerli	Kangerlussuaq+MIU-QAR+NIQ+LI
Kangerlussuarmiuuit	Kangerlussuaq+MIU-U<Interrogativ<du
Kangerlussuarmiuuniarnerinuna	Kangerlussuaq+MIU-U+NIAR+NIQ<flertal<Relativ+UNA
Kangerlussuarmiuunatik	Kangerlussuaq+MIU-U-NNGIT<Ledsagemåde<de_selv
Kangerlussuarmiuusunga	Kangerlussuaq+MIU-U<Participium<jeg
Kangerlussuarmiuusimallutilli	Kangerlussuaq+MIU-U+SIMA<Ledsagemåde<de_selv+LI
Kangerlussuarmiuussagaluarpunga	Kangerlussuaq+MIU-U-SSA=GALUAR<Indikativ<jeg
Kangerlussuarmiuussagaluartunga	Kangerlussuaq+MIU-U-SSA=GALUAR<Participium<jeg
Kangerlussuarmut	Kangerlussuaq<Terminalis
Kangerlussuarmulli	Kangerlussuaq<Terminalis+LI
Kangerlussuarmununa	Kangerlussuaq<Terminalis+UNA
kiisa	kiisa<Partikel
kiisali	kiisa<Partikel+LI
kiisalu	kiisa<Partikel+LU
kiisaana	kiisa<Partikel+UNA
kingulleq	kingulleq<ental<Absolut
kingulliat	kingulleq<ental<deres<Absolut
kingullermilli	kingulleq<ental<Instrumentalis+LI
kingulliit	kingulleq<flertal<Relativ
kingulliilli	kingulleq<flertal<Relativ+LI
kingulliinnanngulaarnermullu	kingulleq-INNAQ-NNGUR-LAAR+NIQ<ental<Terminalis+LU
kingulliinnaqalaartartoq	kingulleq-INNAQ-QAR-LAAR=TAR<Participium<han
kingulliinnaqannginnerni	kingulleq-INNAQ-QAR-NNGIT+NIQ<flertal<Lokalis
kingulliliat	kingulleq-LIK<ental<deres
kingulliliaana	kingulleq-LIK<ental<hans<Absolut+UNA
kingullilimmut	kingulleq-LIK<ental<Terminalis
kingullileriniarnatillu	kingulleq-LIRI+NIAR=NNGIT<Ledsagemåde<de_selv+LU
kingullilerinernilli	kingulleq-LIRI+NIQ<flertal<Instrumentalis+LI
kingullilerisaraluarnerinuna	kingulleq-LIRI+TAR=GALUAR+NIQ<flertal<Relativ+UNA
kingullermioqartoruna	kingulleq+MIU-QAR<Participium<han+UNA
kingulleqalaarpoq	kingulleq-QAR-LAAR<Indikativ<han
kingulleqassagaluarpugulli	kingulleq-QAR-SSA=GALUAR<Indikativ<vi+LI
kingulleqassagaluartut	kingulleq-QAR-SSA=GALUAR<Participium<de
kingulleqassaaq	kingulleq-QAR-SSA<Indikativ<han
kingulliulaartununa	kingulleq-U-LAAR<Participium<de+UNA
kisimi	kisimi<Adjektiv
kisimili	kisimi<Adjektiv+LI
kisimilu	kisimi<Adjektiv+LU
kisimiuna	kisimi<Adjektiv+UNA
kunngimik	kunngi<ental<Instrumentalis
kunngimi	kunngi<enta<Lokalisl
kunnginiilaarpoq	kunngi<flertal<Lokalis+IP-LAAR<Indikativ<han
kunngigigaluarpiuk	kunngi+GӘ+GALUAR<Interrogativ<DuHam
kunngiginiartigit	kunngi+GӘ+NIAR<Imperativ<ViDem
kunngiginianngilaa	kunngi+GӘ+NIAR=NNGIT<Indikativ<HanHam
kunngigisarpiuk	kunngi+GӘ+TAR<Interrogativ<DuHam
kunngiinnaq	kunngi-INNAQ<ental<Absolut
kunngiinnalerisarnernik	kunngi-INNAQ-LIRI+TAR+NIQ<flertal<Instrumentalis
kunngiinnanngortaraluarlutillu	kunngi-INNAQ-NNGUR+TAR=GALUAR<Ledsagemåde<de_selv+LU
kunngillinuna	kunngi-LIK<flertal<Relativ+UNA
kunngilerivit	kunngi-LIRI<Interrogativ<du
kunngilerissallutillu	kunngi-LIRI-SSA<Ledsagemåde<de_selv+LU
kunngilerisartunga	kunngi-LIRI+TAR<Participium<jeg
kunngimioqarneq	kunngi+MIU-QAR+NIQ
kunngimioqarnerlu	kunngi+MIU-QAR+NIQ+LU
kunngimioqarneruna	kunngi+MIU-QAR+NIQ+UNA
kunngimioqartorli	kunngi+MIU-QAR<Participium<han+LI
kunngimioqartoruna	kunngi+MIU-QAR<Participium<han+UNA
kunngimiuulaartarpungalu	kunngi+MIU-U-LAAR=TAR<Indikativ<jeg+LU
kunngimiuusarnerat	kunngi+MIU-U+TAR+NIQ<ental<deres
kunnginngorsinnaanerni	kunngi-NNGUR+SINNAA+NIQ<flertal<Lokalis
kunnginngussasoq	kunngi-NNGUR-SSA<Participium<han
kunngerpassuilli	kunngi+PASSUAQ<flertal<Absolut+LI
kunngerpassuinuna	kunngi+PASSUAQ<flertal<Absolut+UNA
kunngerpassuartut	kunngi+PASSUAQ<flertal<Aequalis
kunngerpassui	kunngi+PASSUAQ<flertal<hans<Absolut
kunngerpassuiuna	kunngi+PASSUAQ<flertal<hans<Absolut+UNA
kunngerpassuarnik	kunngi+PASSUAQ<flertal<Instrumentalis
kunngerpassuarnilli	kunngi+PASSUAQ<flertal<Instrumentalis+LI
kunngerpassuarnillu	kunngi+PASSUAQ<flertal<Instrumentalis+LU
kunngerpassuarni	kunngi+PASSUAQ<flertal<Lokalis
