aamma	aamma<Partikel
eqqumiitsuliortoqassasungali	eqqumiitsuliortoq-QAR-SSA<Participium<jeg+LI
eqqumiitsuliortoqartarneralli	eqqumiitsuliortoq-QAR+TAR+NIQ<ental<deres<Absolut+LI
eqqumiitsuliortuuvugut	eqqumiitsuliortoq-U<Indikativ<vi
eqqumiitsuliortuusassagaluarpit	eqqumiitsuliortoq-U+TAR=SSA=GALUAR<Interrogativ<du
eqqumiitsuliortuusassasunga	eqqumiitsuliortoq-U+TAR=SSA<Participium<jeg
Esbjerg	Esbjerg<Absolut
Esbjergili	Esbjerg<Absolut+LI
Esbjergilu	Esbjerg<Absolut+LU
Esbjergimik	Esbjerg<Instrumentalis
Esbjergimilli	Esbjerg<Instrumentalis+LI
Esbjergimillu	Esbjerg<Instrumentalis+LU
Esbjergimi	Esbjerg<Lokalis
Esbjergimili	Esbjerg<Lokalis+LI
Esbjergimilu	Esbjerg<Lokalis+LU
Esbjergimiuli	Esbjerg+MIU<ental<Absolut+LI
Esbjergimiulu	Esbjerg+MIU<ental<Absolut+LU
Esbjergimiumi	Esbjerg+MIU<ental<Lokalis
Esbjergimiunik	Esbjerg+MIU<flertal<Instrumentalis
Esbjergimiunilli	Esbjerg+MIU<flertal<Instrumentalis+LI
Esbjergimiunillu	Esbjerg+MIU<flertal<Instrumentalis+LU
Esbjergimiuni	Esbjerg+MIU<flertal<Lokalis
Esbjergimiunilu	Esbjerg+MIU<flertal<Lokalis+LU
Esbjergimiunut	Esbjerg+MIU<flertal<Terminalis
Esbjergimiunulli	Esbjerg+MIU<flertal<Terminalis+LI
Esbjergimiunullu	Esbjerg+MIU<flertal<Terminalis+LU
Esbjergimiulerigaluarpunga	Esbjerg+MIU-LIRI+GALUAR<Indikativ<jeg
Esbjergimiulerivunga	Esbjerg+MIU-LIRI<Indikativ<jeg
Esbjergimiulerivit	Esbjerg+MIU-LIRI<Interrogativ<du
Esbjergimiulerilaarpit	Esbjerg+MIU-LIRI-LAAR<Interrogativ<du
Esbjergimiulerilaartunga	Esbjerg+MIU-LIRI-LAAR<Participium<jeg
Esbjergimiulerilaartarnermut	Esbjerg+MIU-LIRI-LAAR=TAR+NIQ<ental<Terminalis
Esbjergimiulerisunga	Esbjerg+MIU-LIRI<Participium<jeg
Esbjergimiulerissagaluartunga	Esbjerg+MIU-LIRI-SSA=GALUAR<Participium<jeg
Esbjergimiulerissanerat	Esbjerg+MIU-LIRI-SSA+NIQ<ental<deres<Absolut
Esbjergimiulerisarnerni	Esbjerg+MIU-LIRI+TAR+NIQ<flertal<Lokalis
Esbjergimiulerisartunga	Esbjerg+MIU-LIRI+TAR<Participium<jeg
Esbjergimiulerisassagaluarpunga	Esbjerg+MIU-LIRI+TAR=SSA=GALUAR<Indikativ<jeg
Esbjergimiulerisassasungalu	Esbjerg+MIU-LIRI+TAR=SSA<Participium<jeg+LU
Esbjergimiunngornerilli	Esbjerg+MIU-NNGUR+NIQ<flertal<Absolut+LI
Esbjergimiunngornerillu	Esbjerg+MIU-NNGUR+NIQ<flertal<Relativ+LU
Esbjergimiunngortunga	Esbjerg+MIU-NNGUR<Participium<jeg
Esbjergimiunngortungali	Esbjerg+MIU-NNGUR<Participium<jeg+LI
Esbjergimiunngortassagaluarporlu	Esbjerg+MIU-NNGUR+TAR=SSA=GALUAR<Indikativ<han+LU
Esbjergimioqarpoq	Esbjerg+MIU-QAR<Indikativ<han
Esbjergimioqarporli	Esbjerg+MIU-QAR<Indikativ<han+LI
Esbjergimioqarporlu	Esbjerg+MIU-QAR<Indikativ<han+LU
Esbjergimioqarneq	Esbjerg+MIU-QAR+NIQ
Esbjergimioqarnerli	Esbjerg+MIU-QAR+NIQ+LI
Esbjergimioqarnerlu	Esbjerg+MIU-QAR+NIQ+LU
Esbjergimiuugaluarpunga	Esbjerg+MIU-U+GALUAR<Indikativ<jeg
Esbjergimiuugaluartunga	Esbjerg+MIU-U+GALUAR<Participium<jeg
Esbjergimiuuvorli	Esbjerg+MIU-U<Indikativ<han+LI
Esbjergimiuuvunga	Esbjerg+MIU-U<Indikativ<jeg
Esbjergimiuuit	Esbjerg+MIU-U<Interrogativ<du
Esbjergimiuulaarpugut	Esbjerg+MIU-U-LAAR<Indikativ<vi
Esbjergimiuulaarnerat	Esbjerg+MIU-U-LAAR+NIQ<ental<deres<Absolut
Esbjergimiuulaartarpunga	Esbjerg+MIU-U-LAAR=TAR<Indikativ<jeg
Esbjergimiuulaartarpit	Esbjerg+MIU-U-LAAR=TAR<Interrogativ<du
Esbjergimiuulaartartunga	Esbjerg+MIU-U-LAAR=TAR<Participium<jeg
Esbjergimiuulaartartungali	Esbjerg+MIU-U-LAAR=TAR<Participium<jeg+LI
Esbjergimiuunerallu	Esbjerg+MIU-U+NIQ<ental<deres<Absolut+LU
Esbjergimiuunernut	Esbjerg+MIU-U+NIQ<flertal<Terminalis
Esbjergimiuusunga	Esbjerg+MIU-U<Participium<jeg
Esbjergimiuusungali	Esbjerg+MIU-U<Participium<jeg+LI
Esbjergimiuusungalu	Esbjerg+MIU-U<Participium<jeg+LU
Esbjergimiuusimavoq	Esbjerg+MIU-U+SIMA<Indikativ<han
Esbjergimiuusimavunga	Esbjerg+MIU-U+SIMA<Indikativ<jeg
Esbjergimiuusimavungalu	Esbjerg+MIU-U+SIMA<Indikativ<jeg+LU
Esbjergimiuusimanermut	Esbjerg+MIU-U+SIMA+NIQ<ental<Terminalis
Esbjergimiuusimasarporli	Esbjerg+MIU-U+SIMA=TAR<Indikativ<han+LI
Esbjergimiuusimasarpit	Esbjerg+MIU-U+SIMA=TAR<Interrogativ<du
Esbjergimiuusimasarnerlu	Esbjerg+MIU-U+SIMA=TAR+NIQ<ental<Absolut+LU
Esbjergimiuusimasartunga	Esbjerg+MIU-U+SIMA=TAR<Participium<jeg
Esbjergimiuussagaluarpoq	Esbjerg+MIU-U-SSA=GALUAR<Indikativ<han
Esbjergimiuussagaluarpungalu	Esbjerg+MIU-U-SSA=GALUAR<Indikativ<jeg+LU
Esbjergimiuussavit	Esbjerg+MIU-U-SSA<Interrogativ<du
Esbjergimiuussanermut	Esbjerg+MIU-U-SSA+NIQ<ental<Terminalis
Esbjergimiuussasunga	Esbjerg+MIU-U-SSA<Participium<jeg
Esbjergimiuusaraluarpit	Esbjerg+MIU-U+TAR=GALUAR<Interrogativ<du
Esbjergimiuusaraluarnernilu	Esbjerg+MIU-U+TAR=GALUAR+NIQ<flertal<Lokalis+LU
Esbjergimiuusaraluartunga	Esbjerg+MIU-U+TAR=GALUAR<Participium<jeg
Esbjergimiuusarpit	Esbjerg+MIU-U+TAR<Interrogativ<du
Esbjergimiuusarneq	Esbjerg+MIU-U+TAR+NIQ<ental<Absolut
Esbjergimiuusartungalu	Esbjerg+MIU-U+TAR<Participium<jeg+LU
Esbjergimiuusassagaluarpugulli	Esbjerg+MIU-U+TAR=SSA=GALUAR<Indikativ<vi+LI
Esbjergimiuusassagaluarnerat	Esbjerg+MIU-U+TAR=SSA=GALUAR+NIQ<ental<deres<Absolut
Esbjergimiuusassagaluarnernik	Esbjerg+MIU-U+TAR=SSA=GALUAR+NIQ<flertal<Instrumentalis
Esbjergimiuusassagaluarnerni	Esbjerg+MIU-U+TAR=SSA=GALUAR+NIQ<flertal<Lokalis
Esbjergimiuusassagaluarnerit	Esbjerg+MIU-U+TAR=SSA=GALUAR+NIQ<flertal<Relativ
Esbjergimiuusassagaluarnerillu	Esbjerg+MIU-U+TAR=SSA=GALUAR+NIQ<flertal<Relativ+LU
Esbjergimut	Esbjerg<Terminalis
Esbjergimulli	Esbjerg<Terminalis+LI
Esbjergimullu	Esbjerg<Terminalis+LU
Finland	Finland<Absolut
Finlandili	Finland<Absolut+LI
Finlandilu	Finland<Absolut+LU
Finlandimik	Finland<Instrumentalis
Finlandimilli	Finland<Instrumentalis+LI
Finlandimillu	Finland<Instrumentalis+LU
Finlandimi	Finland<Lokalis
Finlandimili	Finland<Lokalis+LI
Finlandimilu	Finland<Lokalis+LU
Finlandimiu	Finland+MIU<ental<Absolut
Finlandimiuli	Finland+MIU<ental<Absolut+LI
Finlandimiulu	Finland+MIU<ental<Absolut+LU
Finlandimiumik	Finland+MIU<ental<Instrumentalis
Finlandimiumilli	Finland+MIU<ental<Instrumentalis+LI
Finlandimiumillu	Finland+MIU<ental<Instrumentalis+LU
Finlandimiumili	Finland+MIU<ental<Lokalis+LI
Finlandimiumilu	Finland+MIU<ental<Lokalis+LU
Finlandimiumut	Finland+MIU<ental<Terminalis
Finlandimiunik	Finland+MIU<flertal<Instrumentalis
Finlandimiunillu	Finland+MIU<flertal<Instrumentalis+LU
Finlandimiuni	Finland+MIU<flertal<Lokalis
Finlandimiunili	Finland+MIU<flertal<Lokalis+LI
Finlandimiunulli	Finland+MIU<flertal<Terminalis+LI
Finlandimiulerilaarpunga	Finland+MIU-LIRI-LAAR<Indikativ<jeg
Finlandimiulerinerit	Finland+MIU-LIRI+NIQ<flertal<Relativ
Finlandimiulerissagaluarnerat	Finland+MIU-LIRI-SSA=GALUAR+NIQ<ental<deres<Absolut
Finlandimiulerissagaluartunga	Finland+MIU-LIRI-SSA=GALUAR<Participium<jeg
Finlandimiulerisaraluartunga	Finland+MIU-LIRI+TAR=GALUAR<Participium<jeg
Finlandimiulerisarnermulli	Finland+MIU-LIRI+TAR+NIQ<ental<Terminalis+LI
Finlandimiulerisassagaluarpungali	Finland+MIU-LIRI+TAR=SSA=GALUAR<Indikativ<jeg+LI
Finlandimiunngorpugut	Finland+MIU-NNGUR<Indikativ<vi
Finlandimiunngorpit	Finland+MIU-NNGUR<Interrogativ<du
Finlandimiunngulaarpugullu	Finland+MIU-NNGUR-LAAR<Indikativ<vi+LU
Finlandimiunngulaartarpunga	Finland+MIU-NNGUR-LAAR=TAR<Indikativ<jeg
Finlandimiunngortunga	Finland+MIU-NNGUR<Participium<jeg
Finlandimiunngorsimasartunga	Finland+MIU-NNGUR+SIMA=TAR<Participium<jeg
Finlandimiunngussagaluarpoq	Finland+MIU-NNGUR-SSA=GALUAR<Indikativ<han
Finlandimiunngussagaluartungali	Finland+MIU-NNGUR-SSA=GALUAR<Participium<jeg+LI
Finlandimiunngussasungalu	Finland+MIU-NNGUR-SSA<Participium<jeg+LU
Finlandimioqarpoq	Finland+MIU-QAR<Indikativ<han
Finlandimioqarporli	Finland+MIU-QAR<Indikativ<han+LI
Finlandimioqarporlu	Finland+MIU-QAR<Indikativ<han+LU
Finlandimioqarneq	Finland+MIU-QAR+NIQ
Finlandimioqarnerli	Finland+MIU-QAR+NIQ+LI
Finlandimioqarnerlu	Finland+MIU-QAR+NIQ+LU
Finlandimiuugaluarporli	Finland+MIU-U+GALUAR<Indikativ<han+LI
Finlandimiuugaluarpit	Finland+MIU-U+GALUAR<Interrogativ<du
Finlandimiuugaluartunga	Finland+MIU-U+GALUAR<Participium<jeg
Finlandimiuugaluartungalu	Finland+MIU-U+GALUAR<Participium<jeg+LU
Finlandimiuulaarpungali	Finland+MIU-U-LAAR<Indikativ<jeg+LI
Finlandimiuulaartarpungali	Finland+MIU-U-LAAR=TAR<Indikativ<jeg+LI
Finlandimiuulaartarpungalu	Finland+MIU-U-LAAR=TAR<Indikativ<jeg+LU
Finlandimiuulaartarpugut	Finland+MIU-U-LAAR=TAR<Indikativ<vi
Finlandimiuulaartarnerit	Finland+MIU-U-LAAR=TAR+NIQ<flertal<Relativ
Finlandimiuunerilli	Finland+MIU-U+NIQ<flertal<Relativ+LI
Finlandimiuusunga	Finland+MIU-U<Participium<jeg
Finlandimiuusungali	Finland+MIU-U<Participium<jeg+LI
Finlandimiuusimavorli	Finland+MIU-U+SIMA<Indikativ<han+LI
Finlandimiuusimavugulli	Finland+MIU-U+SIMA<Indikativ<vi+LI
Finlandimiuusimanerilli	Finland+MIU-U+SIMA+NIQ<flertal<Absolut+LI
Finlandimiuusimasunga	Finland+MIU-U+SIMA<Participium<jeg
Finlandimiuusimasarpunga	Finland+MIU-U+SIMA=TAR<Indikativ<jeg
Finlandimiuusimasarpit	Finland+MIU-U+SIMA=TAR<Interrogativ<du
Finlandimiuussavit	Finland+MIU-U-SSA<Interrogativ<du
Finlandimiuussasungali	Finland+MIU-U-SSA<Participium<jeg+LI
Finlandimiuusaraluarnerli	Finland+MIU-U+TAR=GALUAR+NIQ<ental<Absolut+LI
Finlandimiuusarpungalu	Finland+MIU-U+TAR<Indikativ<jeg+LU
Finlandimiuusarpugut	Finland+MIU-U+TAR<Indikativ<vi
Finlandimiuusarnerlu	Finland+MIU-U+TAR+NIQ<ental<Absolut+LU
Finlandimiuusartunga	Finland+MIU-U+TAR<Participium<jeg
Finlandimiuusassagaluarpunga	Finland+MIU-U+TAR=SSA=GALUAR<Indikativ<jeg
Finlandimiuusassagaluarpit	Finland+MIU-U+TAR=SSA=GALUAR<Interrogativ<du
Finlandimiuusassagaluartungali	Finland+MIU-U+TAR=SSA=GALUAR<Participium<jeg+LI
Finlandimiuusassavoq	Finland+MIU-U+TAR=SSA<Indikativ<han
Finlandimiuusassasungali	Finland+MIU-U+TAR=SSA<Participium<jeg+LI
Finlandimut	Finland<Terminalis
Finlandimulli	Finland<Terminalis+LI
Finlandimullu	Finland<Terminalis+LU
Gentofte	Gentofte<Absolut
Gentofteli	Gentofte<Absolut+LI
Gentoftelu	Gentofte<Absolut+LU
Gentoftemik	Gentofte<Instrumentalis
Gentoftemilli	Gentofte<Instrumentalis+LI
Gentoftemillu	Gentofte<Instrumentalis+LU
Gentoftemi	Gentofte<Lokalis
Gentoftemili	Gentofte<Lokalis+LI
Gentoftemilu	Gentofte<Lokalis+LU
Gentoftemiu	Gentofte+MIU<ental>Absolut
Gentoftemiuli	Gentofte+MIU<ental>Absolut+LI
Gentoftemiuat	Gentofte+MIU<ental<deres>Absolut
Gentoftemiualli	Gentofte+MIU<ental<deres>Absolut+LI
Gentoftemiumilli	Gentofte+MIU<ental<Instrumentalis+LI
Gentoftemiumi	Gentofte+MIU<ental<Lokalis
Gentoftemiumut	Gentofte+MIU<ental<Terminalis
Gentoftemiuni	Gentofte+MIU<flertal<Lokalis
Gentoftemiunili	Gentofte+MIU<flertal<Lokalis+LI
Gentoftemiunut	Gentofte+MIU<flertal<Terminalis
Gentoftemiunulli	Gentofte+MIU<flertal<Terminalis+LI
Gentoftemiunngulaartarpoq	Gentofte+MIU-NNGUR-LAAR=TAR<Indikativ<han
Gentoftemiunngulaartarnerli	Gentofte+MIU-NNGUR-LAAR=TAR+NIQ+LI
Gentoftemiunngulaartarnerlu	Gentofte+MIU-NNGUR-LAAR=TAR+NIQ+LU
Gentoftemiunngorsimavoq	Gentofte+MIU-NNGUR+SIMA<Indikativ<han
Gentoftemiunngorsimanerlu	Gentofte+MIU-NNGUR+SIMA+NIQ+LU
Gentoftemiunngorsimasarpoq	Gentofte+MIU-NNGUR+SIMA=TAR<Indikativ<han
Gentoftemiunngortaraluarpoq	Gentofte+MIU-NNGUR+TAR=GALUAR<Indikativ<han
Gentoftemut	Gentofte<Terminalis
Gentoftemulli	Gentofte<Terminalis+LI
Gentoftemullu	Gentofte<Terminalis+LU
ilaa	ilaa<Partikel
ilaalu	ilaa<Partikel+LU
ilanik	ila<flertal<Instrumentalis
ilani	ila<flertal<Lokalis
ilaannaasimasartunga	ila-INNAQ-U+SIMA=TAR<Participium<jeg
ilalinnillu	ila-LIK<flertal<Instrumentalis+LU
ilalilerisassavunga	ila-LIK-LIRI+TAR=SSA<Indikativ<jeg
ilalerineq	ila-LIRI+NIQ<ental<Absolut
ilalerissavit	ila-LIRI-SSA<Interrogativ<du
ilamiumili	ila+MIU<ental<Lokalis+LI
ilamiunngussagaluarpungalu	ila+MIU-NNGUR-SSA=GALUAR<Indikativ<jeg+LU
ilamiunngussanermulli	ila+MIU-NNGUR-SSA+NIQ<ental<Terminalis+LI
ilamioqarnerli	ila+MIU-QAR+NIQ+LI
ilamiuusassasunga	ila+MIU-U+TAR=SSA<Participium<jeg
ilanngulaartunga	ila-NNGUR-LAAR<Participium<jeg
ilanngorsimasarnernili	ila-NNGUR+SIMA=TAR+NIQ<flertal<Lokalis+LI
ilanngussanernik	ila-NNGUR-SSA+NIQ<flertal<Instrumentalis
ilanngortartunga	ila-NNGUR+TAR<Participium<jeg
ilarpassuit	ila+PASSUAQ<flertal<Absolut
ilarpassuillu	ila+PASSUAQ<flertal<Absolut+LU
ilarpassuartulli	ila+PASSUAQ<flertal<Aequalis+LI
ilaagaluartunga	ila-U+GALUAR<Participium<jeg
ilaavit	ila-U<Interrogativ<du
ilaalaartunga	ila-U-LAAR<Participium<jeg
ilaassagaluartunga	ila-U-SSA=GALUAR<Participium<jeg
ilaassasungali	ila-U-SSA<Participium<jeg+LI
ilaasarneq	ila-U+TAR+NIQ<ental<Absolut
ilinniaraluarneq	ilinniar+GALUAR+NIQ<ental<Absolut
ilinniaraluarnerit	ilinniar+GALUAR+NIQ<flertal<Absolut
ilinnialaarporlu	ilinniar-LAAR<Indikativ<han+LU
ilinnialaarpugut	ilinniar-LAAR<Indikativ<vi
ilinnialaarnerilli	ilinniar-LAAR+NIQ<flertal<Relativ+LI
ilinnialaartunga	ilinniar-LAAR<Participium<jeg
ilinnialaartarporlu	ilinniar-LAAR=TAR<Indikativ<han+LU
ilinnialaartarpunga	ilinniar-LAAR=TAR<Indikativ<jeg
ilinnialaartarpugut	ilinniar-LAAR=TAR<Indikativ<vi
ilinnialaartarpugulli	ilinniar-LAAR=TAR<Indikativ<vi+LI
ilinnialaartarpit	ilinniar-LAAR=TAR<Interrogativ<du
ilinnialaartarneralli	ilinniar-LAAR=TAR+NIQ<ental<deres<Absolut+LI
ilinnialaartarnerit	ilinniar-LAAR=TAR+NIQ<flertal<Relativ
ilinnialaartartunga	ilinniar-LAAR=TAR<Participium<jeg
ilinnialaartartungali	ilinniar-LAAR=TAR<Participium<jeg+LI
ilinniarnertuunngorniarfippassuarnik	ilinniarnertuunngorniarfik+PASSUAQ<flertal<Instrumentalis
ilinniarnerit	ilinniar+NIQ<flertal<Relativ
ilinniarnerilli	ilinniar+NIQ<flertal<Relativ+LI
ilinniartunga	ilinniar<Participium<jeg
ilinniarsimasarpunga	ilinniar+SIMA=TAR<Indikativ<jeg
ilinniarsimasarpungali	ilinniar+SIMA=TAR<Indikativ<jeg+LI
ilinniassagaluarporlu	ilinniar-SSA=GALUAR<Indikativ<han+LU
ilinniassagaluarpungali	ilinniar-SSA=GALUAR<Indikativ<jeg+LI
ilinniassagaluarpit	ilinniar-SSA=GALUAR<Interrogativ<du
ilinniassagaluarnernulli	ilinniar-SSA=GALUAR+NIQ<flertal<Terminalis+LI
ilinniassagaluartunga	ilinniar-SSA=GALUAR<Participium<jeg
ilinniassavorli	ilinniar-SSA<Indikativ<han+LI
ilinniassavugut	ilinniar-SSA<Indikativ<vi
ilinniassanernili	ilinniar-SSA+NIQ<flertal<Lokalis+LI
ilinniartaraluarneq	ilinniar+TAR=GALUAR+NIQ<ental<Absolut
ilinniartarnerit	ilinniar+TAR+NIQ<flertal<Absolut
ilinniartarnernili	ilinniar+TAR+NIQ<flertal<Lokalis+LI
ilinniartassagaluarpunga	ilinniar+TAR=SSA=GALUAR<Indikativ<jeg
ilinniartassagaluarpit	ilinniar+TAR=SSA=GALUAR<Interrogativ<du
ilinniartassagaluarnernik	ilinniar+TAR=SSA=GALUAR+NIQ<flertal<Instrumentalis
ilinniartassagaluartunga	ilinniar+TAR=SSA=GALUAR<Participium<jeg
ilinniartassavunga	ilinniar+TAR=SSA<Indikativ<jeg
ilinniartassasunga	ilinniar+TAR=SSA<Participium<jeg
Ilisimatusarfik	Ilisimatusarfik<ental>Absolut
Ilisimatusarfilli	Ilisimatusarfik<ental>Absolut+LI
Ilisimatusarfimmi	Ilisimatusarfik<ental<Lokalis
Ilisimatusarfinnilli	Ilisimatusarfik<flertal<Instrumentalis+LI
Ilisimatusarfinni	Ilisimatusarfik<flertal<Lokalis
Ilisimatusarfinnilu	Ilisimatusarfik<flertal<Lokalis+LU
Ilisimatusarfilerilaartartunga	Ilisimatusarfik-LIRI-LAAR=TAR<Participium<jeg
Ilisimatusarfimmiuni	Ilisimatusarfik+MIU<flertal<Lokalis
Ilisimatusarfimmiunulli	Ilisimatusarfik+MIU<flertal<Terminalis+LI
Ilisimatusarfimmiulerisassavungali	Ilisimatusarfik+MIU-LIRI+TAR=SSA<Indikativ<jeg+LI
Ilisimatusarfimmiunngulaartarpit	Ilisimatusarfik+MIU-NNGUR-LAAR=TAR<Interrogativ<du
Ilisimatusarfippassuarnik	Ilisimatusarfik+PASSUAQ<flertal<Instrumentalis
Ilisimatusarfippassuarni	Ilisimatusarfik+PASSUAQ<flertal<Lokalis
Ilisimatusarfippassuarnullu	Ilisimatusarfik+PASSUAQ<flertal<Terminalis+LU
Ilisimatusarfeqarpoq	Ilisimatusarfik-QAR<Indikativ<han
Ilisimatusarfeqalaarporli	Ilisimatusarfik-QAR-LAAR<Indikativ<han+LI
Ilisimatusarfeqalaarporlu	Ilisimatusarfik-QAR-LAAR<Indikativ<han+LU
Ilisimatusarfeqalaarneq	Ilisimatusarfik-QAR-LAAR+NIQ
Ilisimatusarfeqalaarnerlu	Ilisimatusarfik-QAR-LAAR+NIQ+LU
Ilisimatusarfeqalaartarnerli	Ilisimatusarfik-QAR-LAAR=TAR+NIQ+LI
Ilisimatusarfeqarsimavoq	Ilisimatusarfik-QAR+SIMA<Indikativ<han
Ilisimatusarfeqarsimasarnerlu	Ilisimatusarfik-QAR+SIMA=TAR+NIQ+LU
Ilisimatusarfeqassagaluarneq	Ilisimatusarfik-QAR-SSA=GALUAR+NIQ
Ilisimatusarfeqassavorlu	Ilisimatusarfik-QAR-SSA<Indikativ<han+LU
Ilisimatusarfeqassanerli	Ilisimatusarfik-QAR-SSA+NIQ+LI
Ilisimatusarfeqartaraluarnerli	Ilisimatusarfik-QAR+TAR=GALUAR+NIQ+LI
Ilisimatusarfeqartarpoq	Ilisimatusarfik-QAR+TAR<Indikativ<han
Ilisimatusarfeqartassagaluarnerli	Ilisimatusarfik-QAR+TAR=SSA=GALUAR+NIQ+LI
Illoqqortoormiut	Illoqqortoormiut<Absolut
Illoqqortoormiulli	Illoqqortoormiut<Absolut+LI
Illoqqortoormiunik	Illoqqortoormiut<Instrumentalis
Illoqqortoormiunilli	Illoqqortoormiut<Instrumentalis+LI
Illoqqortoormiuni	Illoqqortoormiut<Lokalis
Illoqqortoormiunili	Illoqqortoormiut<Lokalis+LI
Illoqqortoormiunilu	Illoqqortoormiut<Lokalis+LU
Illoqqortoormiormiunillu	Illoqqortoormiut+MIU<flertal<Instrumentalis+LU
Illoqqortoormiormiuni	Illoqqortoormiut+MIU<flertal<Lokalis
Illoqqortoormiormiulerigaluarpugut	Illoqqortoormiut+MIU-LIRI+GALUAR<Indikativ<vi
Illoqqortoormiormiulerilaartarpugullu	Illoqqortoormiut+MIU-LIRI-LAAR=TAR<Indikativ<vi+LU
Illoqqortoormiormiunngulaartarneq	Illoqqortoormiut+MIU-NNGUR-LAAR=TAR+NIQ<ental<Absolut
Illoqqortoormiormiunngortarpit	Illoqqortoormiut+MIU-NNGUR+TAR<Interrogativ<du
Illoqqortoormiormioqarpoq	Illoqqortoormiut+MIU-QAR<Indikativ<han
Illoqqortoormiormioqarnerlu	Illoqqortoormiut+MIU-QAR+NIQ+LU
Illoqqortoormiormiuulaarpoq	Illoqqortoormiut+MIU-U-LAAR<Indikativ<han
Illoqqortoormiormiuusimasarpit	Illoqqortoormiut+MIU-U+SIMA=TAR<Interrogativ<du
Illoqqortoormiormiuusimasarnerit	Illoqqortoormiut+MIU-U+SIMA=TAR+NIQ<flertal<Relativ
Illoqqortoormiormiuussanerilli	Illoqqortoormiut+MIU-U-SSA+NIQ<flertal<Relativ+LI
Illoqqortoormiormiuusaraluarnertullu	Illoqqortoormiut+MIU-U+TAR=GALUAR+NIQ<ental<Aequalis+LU
Illoqqortoormiormiuusaraluarnernut	Illoqqortoormiut+MIU-U+TAR=GALUAR+NIQ<flertal<Terminalis
illutut	illu<ental<Aequalis
illuinnaassasunga	illu-INNAQ-U-SSA<Participium<jeg
illulik	illu-LIK<ental<Absolut
illullit	illu-LIK<flertal<Absolut
illullilli	illu-LIK<flertal<Absolut+LI
illullilli	illu-LIK<flertal<Relativ+LI
illulerigaluarpit	illu-LIRI+GALUAR<Interrogativ<du
illulerisartunga	illu-LIRI+TAR<Participium<jeg
illumiumut	illu+MIU<ental<Terminalis
illumiuni	illu+MIU<flertal<Lokalis
illumiunngortassasunga	illu+MIU-NNGUR+TAR=SSA<Participium<jeg
illumiuusimavunga	illu+MIU-U+SIMA<Indikativ<jeg
illumiuussasunga	illu+MIU-U-SSA<Participium<jeg
illumiuusaraluartungali	illu+MIU-U+TAR=GALUAR<Participium<jeg+LI
illunngussanermulli	illu-NNGUR-SSA+NIQ<ental<Terminalis+LI
illorpassuit	illu+PASSUAQ<flertal<Absolut
illorpassuilli	illu+PASSUAQ<flertal<Absolut+LI
illorpassuarnik	illu+PASSUAQ<flertal<Instrumentalis
illorpassuarnut	illu+PASSUAQ<flertal<Terminalis
illoqalaarnerlu	illu-QAR-LAAR+NIQ<ental<Absolut+LU
illoqalaartunga	illu-QAR-LAAR<Participium<jeg
illoqarnertulli	illu-QAR+NIQ<ental<Aequalis+LI
illoqartunga	illu-QAR<Participium<jeg
illoqartungalu	illu-QAR<Participium<jeg+LU
illoqassagaluartunga	illu-QAR-SSA=GALUAR<Participium<jeg
illoqassagaluartungali	illu-QAR-SSA=GALUAR<Participium<jeg+LI
illoqartartungalu	illu-QAR+TAR<Participium<jeg+LU
Ilulissat	Ilulissat<Absolut
Ilulissallu	Ilulissat<Absolut+LU
Ilulissanik	Ilulissat<Instrumentalis
Ilulissanilli	Ilulissat<Instrumentalis+LI
Ilulissanillu	Ilulissat<Instrumentalis+LU
Ilulissani	Ilulissat<Lokalis
Ilulissanili	Ilulissat<Lokalis+LI
Iluliarmiuli	Ilulissat+MIU<ental<Absolut+LI
Iluliarmiumi	Ilulissat+MIU<ental<Lokalis
Iluliarmiunik	Ilulissat+MIU<flertal<Instrumentalis
Iluliarmiuni	Ilulissat+MIU<flertal<Lokalis
Iluliarmiunili	Ilulissat+MIU<flertal<Lokalis+LI
Iluliarmiulerisimasarpugulli	Ilulissat+MIU-LIRI+SIMA=TAR<Indikativ<vi+LI
Iluliarmiulerisimasarpit	Ilulissat+MIU-LIRI+SIMA=TAR<Interrogativ<du
Iluliarmiunngulaartarnerillu	Ilulissat+MIU-NNGUR-LAAR=TAR+NIQ<flertal<Relativ+LU
Iluliarmiunngornerli	Ilulissat+MIU-NNGUR+NIQ<ental<Absolut+LI
Iluliarmiunngussagaluarneralli	Ilulissat+MIU-NNGUR-SSA=GALUAR+NIQ<ental<deres<Absolut+LI
Iluliarmiunngortassagaluarnerit	Ilulissat+MIU-NNGUR+TAR=SSA=GALUAR+NIQ<flertal<Absolut
Iluliarmioqarnerli	Ilulissat+MIU-QAR+NIQ+LI
Iluliarmioqarnerlu	Ilulissat+MIU-QAR+NIQ+LU
Iluliarmiuugaluartunga	Ilulissat+MIU-U+GALUAR<Participium<jeg
Iluliarmiuuit	Ilulissat+MIU-U<Interrogativ<du
Iluliarmiuuneq	Ilulissat+MIU-U+NIQ<ental<Absolut
Iluliarmiuusimasunga	Ilulissat+MIU-U+SIMA<Participium<jeg
Iluliarmiuusimasartunga	Ilulissat+MIU-U+SIMA=TAR<Participium<jeg
Iluliarmiuussagaluarporlu	Ilulissat+MIU-U-SSA=GALUAR<Indikativ<han+LU
immikkoortoq	immikkoortoq<ental>Absolut
immikkoortorlu	immikkoortoq<ental>Absolut+LU
