aamma	aamma<Partikel
meeqqatullu	meeraq<ental<Aequalis+LU
meeraat	meeraq<ental<deres<Absolut
meeraallu	meeraq<ental<deres<Absolut+LU
meeqqani	meeraq<ental<Lokalis
meeqqanili	meeraq<ental<Lokalis+LI
meeqqanilu	meeraq<ental<Lokalis+LU
meeqqamut	meeraq<ental<Terminalis
meeqqamulli	meeraq<ental<Terminalis+LI
meeqqamullu	meeraq<ental<Terminalis+LU
meeqqanik	meeraq<flertal<Instrumentalis
meeqqanilli	meeraq<flertal<Instrumentalis+LI
meeqqanillu	meeraq<flertal<Instrumentalis+LU
meeqqanut	meeraq<flertal<Terminalis
meeqqanulli	meeraq<flertal<Terminalis+LI
meeqqanullu	meeraq<flertal<Terminalis+LU
meeraannaq	meeraq-INNAQ<ental>Absolut
meeraannaallu	meeraq-INNAQ<ental<deres>Absolut+LU
meeraannarmili	meeraq-INNAQ<ental<Lokalis+LI
meeraannaat	meeraq-INNAQ<flertal<Absolut
meeraannarnillu	meeraq-INNAQ<flertal<Instrumentalis+LU
meeraannalerissanerat	meeraq-INNAQ-LIRI-SSA+NIQ<ental<deres<Absolut
meeraannanngorsimasarpunga	meeraq-INNAQ-NNGUR+SIMA=TAR<Indikativ<jeg
meeraannanngortassanerit	meeraq-INNAQ-NNGUR+TAR=SSA+NIQ<flertal<Absolut
meeraannaqalaarnertut	meeraq-INNAQ-QAR-LAAR+NIQ<ental<Aequalis
meeraannaqassagaluarnernili	meeraq-INNAQ-QAR-SSA=GALUAR+NIQ<flertal<Lokalis+LI
meeraannaqartassasunga	meeraq-INNAQ-QAR+TAR=SSA<Participium<jeg
meeraannaalaartarnernillu	meeraq-INNAQ-U-LAAR=TAR+NIQ<flertal<Instrumentalis+LU
meeraannaasaraluartunga	meeraq-INNAQ-U+TAR=GALUAR<Participium<jeg
meeralilli	meeraq-LIK<ental<Absolut+LI
meeraliat	meeraq-LIK<ental<deres<Absolut
meerallilli	meeraq-LIK<flertal<Absolut+LI
meeralinni	meeraq-LIK<flertal<Lokalis
meerallit	meeraq-LIK<flertal<Relativ
meerallilli	meeraq-LIK<flertal<Relativ+LI
meeralinnullu	meeraq-LIK<flertal<Terminalis+LU
meeralerivit	meeraq-LIRI<Interrogativ<du
meeralerinerilli	meeraq-LIRI+NIQ<flertal<Absolut+LI
meeralerisunga	meeraq-LIRI<Participium<jeg
meeralerisungalu	meeraq-LIRI<Participium<jeg+LU
meeralerisimavunga	meeraq-LIRI+SIMA<Indikativ<jeg
meeralerisimasarpungalu	meeraq-LIRI+SIMA=TAR<Indikativ<jeg+LU
meeralerisimasarnerat	meeraq-LIRI+SIMA=TAR+NIQ<ental<deres<Absolut
meeralerissaneq	meeraq-LIRI-SSA+NIQ<ental<Absolut
meeralerisaraluarpunga	meeraq-LIRI+TAR=GALUAR<Indikativ<jeg
meeralerisassasunga	meeraq-LIRI+TAR=SSA<Participium<jeg
meeranngorporli	meeraq-NNGUR<Indikativ<han+LI
meeranngulaarpungalu	meeraq-NNGUR-LAAR<Indikativ<jeg+LU
meeranngulaartarneq	meeraq-NNGUR-LAAR=TAR+NIQ<ental<Absolut
meeranngorsimasartungali	meeraq-NNGUR+SIMA=TAR<Participium<jeg+LI
meeranngussagaluarpungalu	meeraq-NNGUR-SSA=GALUAR<Indikativ<jeg+LU
meeranngussagaluartunga	meeraq-NNGUR-SSA=GALUAR<Participium<jeg
meeranngussagaluartungalu	meeraq-NNGUR-SSA=GALUAR<Participium<jeg+LU
meeranngortarpugut	meeraq-NNGUR+TAR<Indikativ<vi
meeranngortartunga	meeraq-NNGUR+TAR<Participium<jeg
meerarpassuit	meeraq+PASSUAQ<flertal<Absolut
meerarpassuilli	meeraq+PASSUAQ<flertal<Absolut+LI
meerarpassuillu	meeraq+PASSUAQ<flertal<Absolut+LU
meerarpassuartut	meeraq+PASSUAQ<flertal<Aequalis
meerarpassuartulli	meeraq+PASSUAQ<flertal<Aequalis+LI
meerarpassuarnik	meeraq+PASSUAQ<flertal<Instrumentalis
meerarpassuarnilli	meeraq+PASSUAQ<flertal<Instrumentalis+LI
meerarpassuarni	meeraq+PASSUAQ<flertal<Lokalis
meerarpassuarnut	meeraq+PASSUAQ<flertal<Terminalis
meerarpassuarnulli	meeraq+PASSUAQ<flertal<Terminalis+LI
meerarpassuarnullu	meeraq+PASSUAQ<flertal<Terminalis+LU
najugaqaraluarnernut	najugaqar+GALUAR+NIQ<flertal<Terminalis
najugaqalaarpunga	najugaqar-LAAR<Indikativ<jeg
najugaqalaarnerit	najugaqar-LAAR+NIQ<flertal<Relativ
najugaqalaartartunga	najugaqar-LAAR=TAR<Participium<jeg
najugaqalaartartungali	najugaqar-LAAR=TAR<Participium<jeg+LI
najugaqartunga	najugaqar<Participium<jeg
najugaqassagaluarnerit	najugaqar-SSA=GALUAR+NIQ<flertal<Absolut
najugaqassavit	najugaqar-SSA<Interrogativ<du
najugaqartassagaluarnerat	najugaqar+TAR=SSA=GALUAR+NIQ<ental<deres<Absolut
najugaqartassavugut	najugaqar+TAR=SSA<Indikativ<vi
najugaq	najugaq<ental>Absolut
najukkatut	najugaq<ental<Aequalis
najukkatulli	najugaq<ental<Aequalis+LI
najukkatullu	najugaq<ental<Aequalis+LU
najukkamik	najugaq<ental<Instrumentalis
najukkamilli	najugaq<ental<Instrumentalis+LI
najukkami	najugaq<ental<Lokalis
najugaralu	najugaq<ental<min>Absolut+LU
najukkamut	najugaq<ental<Terminalis
najukkamulli	najugaq<ental<Terminalis+LI
najukkanik	najugaq<flertal<Instrumentalis
najukkanillu	najugaq<flertal<Instrumentalis+LU
najukkani	najugaq<flertal<Lokalis
najukkanili	najugaq<flertal<Lokalis+LI
najukkanilu	najugaq<flertal<Lokalis+LU
najukkanulli	najugaq<flertal<Terminalis+LI
najukkanullu	najugaq<flertal<Terminalis+LU
najugaannalerisimasartungalu	najugaq-INNAQ-LIRI+SIMA=TAR<Participium<jeg+LU
najugaannanngulaartartunga	najugaq-INNAQ-NNGUR-LAAR=TAR<Participium<jeg
najugaannaqalaartarnermulli	najugaq-INNAQ-QAR-LAAR=TAR+NIQ<ental<Terminalis+LI
najugalilli	najugaq-LIK<ental<Absolut+LI
najugalimmut	najugaq-LIK<ental<Terminalis
najugallillu	najugaq-LIK<flertal<Relativ+LU
najugalerilaartunga	najugaq-LIRI-LAAR<Participium<jeg
najugalerisassagaluarpit	najugaq-LIRI+TAR=SSA=GALUAR<Interrogativ<du
najugarmiunili	najugaq+MIU<flertal<Lokalis+LI
najugarmioqarporli	najugaq+MIU-QAR<Indikativ<han+LI
najugarmioqarporlu	najugaq+MIU-QAR<Indikativ<han+LU
najugarmioqarneq	najugaq+MIU-QAR+NIQ
najugarmiuusunga	najugaq+MIU-U<Participium<jeg
najugarmiuusaraluarnerli	najugaq+MIU-U+TAR=GALUAR+NIQ<ental<Absolut+LI
najuganngoraluarpit	najugaq-NNGUR+GALUAR<Interrogativ<du
najuganngulaartartungalu	najugaq-NNGUR-LAAR=TAR<Participium<jeg+LU
najuganngorsimasartunga	najugaq-NNGUR+SIMA=TAR<Participium<jeg
najuganngortassagaluarporli	najugaq-NNGUR+TAR=SSA=GALUAR<Indikativ<han+LI
najuganngortassagaluartunga	najugaq-NNGUR+TAR=SSA=GALUAR<Participium<jeg
najuganngortassavit	najugaq-NNGUR+TAR=SSA<Interrogativ<du
najugarpassuit	najugaq+PASSUAQ<flertal<Absolut
najugarpassuarnut	najugaq+PASSUAQ<flertal<Terminalis
najugaqalaarporlu	najugaq-QAR-LAAR<Indikativ<han+LU
najugaqalaartartungali	najugaq-QAR-LAAR=TAR<Participium<jeg+LI
najugaagaluarneq	najugaq-U+GALUAR+NIQ<ental<Absolut
najugaalaartarporlu	najugaq-U-LAAR=TAR<Indikativ<han+LU
najugaasimanerit	najugaq-U+SIMA+NIQ<flertal<Absolut
nammineq	nammineq<Adjektiv
namminerli	nammineq<Adjektiv+LI
namminerlu	nammineq<Adjektiv+LU
Nanortalik	Nanortalik<Absolut
Nanortalilli	Nanortalik<Absolut+LI
Nanortalillu	Nanortalik<Absolut+LU
Nanortalimmik	Nanortalik<Instrumentalis
Nanortalimmiumi	Nanortalik+MIU<ental<Lokalis
Nanortalimmiunillu	Nanortalik+MIU<flertal<Instrumentalis+LU
Nanortalimmiunut	Nanortalik+MIU<flertal<Terminalis
Nanortalimmiunngussagaluartungali	Nanortalik+MIU-NNGUR-SSA=GALUAR<Participium<jeg+LI
Nanortalimmiunngussavunga	Nanortalik+MIU-NNGUR-SSA<Indikativ<jeg
Nanortalimmioqarpoq	Nanortalik+MIU-QAR<Indikativ<han
Nanortalimmioqarporli	Nanortalik+MIU-QAR<Indikativ<han+LI
Nanortalimmioqarporlu	Nanortalik+MIU-QAR<Indikativ<han+LU
Nanortalimmiuulaartarnerni	Nanortalik+MIU-U-LAAR=TAR+NIQ<flertal<Lokalis
Nanortalimmiuuneq	Nanortalik+MIU-U+NIQ<ental<Absolut
Nanortalimmiuusunga	Nanortalik+MIU-U<Participium<jeg
Nanortalimmiuusimanerit	Nanortalik+MIU-U+SIMA+NIQ<flertal<Relativ
Nanortalimmulli	Nanortalik<Terminalis+LI
Nanortalimmullu	Nanortalik<Terminalis+LU
Narsaq	Narsaq<Absolut
Narsarli	Narsaq<Absolut+LI
Narsamik	Narsaq<Instrumentalis
Narsamilli	Narsaq<Instrumentalis+LI
Narsamillu	Narsaq<Instrumentalis+LU
Narsami	Narsaq<Lokalis
Narsamili	Narsaq<Lokalis+LI
Narsamilu	Narsaq<Lokalis+LU
Narsarmiu	Narsaq+MIU<ental<Absolut
Narsarmioqarporlu	Narsaq+MIU-QAR<Indikativ<han+LU
Narsarmioqarneq	Narsaq+MIU-QAR+NIQ
Narsarmioqarnerli	Narsaq+MIU-QAR+NIQ+LI
Narsarmiuugaluartungali	Narsaq+MIU-U+GALUAR<Participium<jeg+LI
Narsarmiuusimavorli	Narsaq+MIU-U+SIMA<Indikativ<han+LI
Narsarmiuusimaneq	Narsaq+MIU-U+SIMA+NIQ<ental<Absolut
Narsarmiuusimasungali	Narsaq+MIU-U+SIMA<Participium<jeg+LI
Narsarmiuusassagaluarnermullu	Narsaq+MIU-U+TAR=SSA=GALUAR+NIQ<ental<Terminalis+LU
Narsamut	Narsaq<Terminalis
Narsarsuarli	Narsarsuaq<Absolut+LI
Narsarsuarlu	Narsarsuaq<Absolut+LU
Narsarsuarmiunngussasungali	Narsarsuaq+MIU-NNGUR-SSA<Participium<jeg+LI
Narsarsuarmiunngortaraluarnerat	Narsarsuaq+MIU-NNGUR+TAR=GALUAR+NIQ<ental<deres<Absolut
Narsarsuarmioqarporlu	Narsarsuaq+MIU-QAR<Indikativ<han+LU
Narsarsuarmioqarneq	Narsarsuaq+MIU-QAR+NIQ
Narsarsuarmiuusassagaluartungali	Narsarsuaq+MIU-U+TAR=SSA=GALUAR<Participium<jeg+LI
nukappiararli	nukappiaraq<ental<Absolut+LI
nukappiaqqatut	nukappiaraq<ental<Aequalis
nukappiaqqani	nukappiaraq<ental<Lokalis
nukappiaqqanili	nukappiaraq<ental<Lokalis+LI
nukappiaqqamullu	nukappiaraq<ental<Terminalis+LU
nukappiaqqanik	nukappiaraq<flertal<Instrumentalis
nukappiaqqanillu	nukappiaraq<flertal<Instrumentalis+LU
nukappiaqqanut	nukappiaraq<flertal<Terminalis
nukappiaraannaalli	nukappiaraq-INNAQ<flertal<Absolut+LI
nukappiaralilli	nukappiaraq-LIK<ental<Absolut+LI
nukappiaranngussanerit	nukappiaraq-NNGUR-SSA+NIQ<flertal<Relativ
nukarliinnaqassavunga	nukarleq-INNAQ-QAR-SSA<Indikativ<jeg
nukarlermiunilu	nukarleq+MIU<flertal<Lokalis+LU
nukarlermiuusassavunga	nukarleq+MIU-U+TAR=SSA<Indikativ<jeg
nukarlinngussagaluarnerli	nukarleq-NNGUR-SSA=GALUAR+NIQ<ental<Absolut+LI
nukarlerpassuit	nukarleq+PASSUAQ<flertal<Absolut
nukarleqalaarpit	nukarleq-QAR-LAAR<Interrogativ<du
nukarleqalaartungalu	nukarleq-QAR-LAAR<Participium<jeg+LU
nukarleqalaartarnernut	nukarleq-QAR-LAAR=TAR+NIQ<flertal<Terminalis
nukarleqalaartartunga	nukarleq-QAR-LAAR=TAR<Participium<jeg
nukarleqassagaluarporli	nukarleq-QAR-SSA=GALUAR<Indikativ<han+LI
nukarleqassagaluartungalu	nukarleq-QAR-SSA=GALUAR<Participium<jeg+LU
nukarleqassasungali	nukarleq-QAR-SSA<Participium<jeg+LI
nukarliusimasunga	nukarleq-U+SIMA<Participium<jeg
nuliamik	nuliaq<ental<Instrumentalis
nuliarali	nuliaq<ental<min>Absolut+LI
nulianilli	nuliaq<flertal<Instrumentalis+LI
nulialilli	nuliaq-LIK<ental<Absolut+LI
nuliallit	nuliaq-LIK<flertal<Absolut
nulialerivit	nuliaq-LIRI<Interrogativ<du
nulialerisunga	nuliaq-LIRI<Participium<jeg
nulialerisimasunga	nuliaq-LIRI+SIMA<Participium<jeg
nulialerisimasarnerat	nuliaq-LIRI+SIMA=TAR+NIQ<ental<deres<Absolut
nulialerisaraluartungali	nuliaq-LIRI+TAR=GALUAR<Participium<jeg+LI
nuliarmiumilli	nuliaq+MIU<ental<Instrumentalis+LI
nuliarmiuni	nuliaq+MIU<flertal<Lokalis
nuliarmiulerinerat	nuliaq+MIU-LIRI+NIQ<ental<deres<Absolut
nuliarmiunngulaartarpugulli	nuliaq+MIU-NNGUR-LAAR=TAR<Indikativ<vi+LI
nuliarmioqarneq	nuliaq+MIU-QAR+NIQ
nuliarmioqarnerli	nuliaq+MIU-QAR+NIQ+LI
nuliarmiuusarnerlu	nuliaq+MIU-U+TAR+NIQ<ental<Absolut+LU
nuliarpassuit	nuliaq+PASSUAQ<flertal<Absolut
nuliarpassuilli	nuliaq+PASSUAQ<flertal<Absolut+LI
nuliarpassuarni	nuliaq+PASSUAQ<flertal<Lokalis
nuliarpassuarnut	nuliaq+PASSUAQ<flertal<Terminalis
nuliaqaraluarpit	nuliaq-QAR+GALUAR<Interrogativ<du
nuliaqassagaluarpugullu	nuliaq-QAR-SSA=GALUAR<Indikativ<vi+LU
nuliaqassagaluarpit	nuliaq-QAR-SSA=GALUAR<Interrogativ<du
nuliaqassanerillu	nuliaq-QAR-SSA+NIQ<flertal<Absolut+LU
nuliaalaartarpunga	nuliaq-U-LAAR=TAR<Indikativ<jeg
nunali	nuna<ental>Absolut+LI
nunatut	nuna<ental<Aequalis
nunamilli	nuna<ental<Instrumentalis+LI
nunani	nuna<flertal<Lokalis
nunaannalerissagaluarpugut	nuna-INNAQ-LIRI-SSA=GALUAR<Indikativ<vi
nunaannalerisassaneq	nuna-INNAQ-LIRI+TAR=SSA+NIQ<ental<Absolut
nunaannaqassavorli	nuna-INNAQ-QAR-SSA<Indikativ<han+LI
nunalik	nuna-LIK<ental<Absolut
nunalittut	nuna-LIK<ental<Aequalis
nunalerinernulli	nuna-LIRI+NIQ<flertal<Terminalis+LI
nunalerissagaluarnertulli	nuna-LIRI-SSA=GALUAR+NIQ<ental<Aequalis+LI
nunalerisarnerilli	nuna-LIRI+TAR+NIQ<flertal<Relativ+LI
nunamiu	nuna+MIU<ental<Absolut
nunamiulerisimasartunga	nuna+MIU-LIRI+SIMA=TAR<Participium<jeg
nunamiunngussagaluarnernut	nuna+MIU-NNGUR-SSA=GALUAR+NIQ<flertal<Terminalis
nunamioqarporli	nuna+MIU-QAR<Indikativ<han+LI
nunamiuulaartartungali	nuna+MIU-U-LAAR=TAR<Participium<jeg+LI
nunanngussagaluartungalu	nuna-NNGUR-SSA=GALUAR<Participium<jeg+LU
nunarpassuit	nuna+PASSUAQ<flertal<Absolut
nunaqartassavorli	nuna-QAR+TAR=SSA<Indikativ<han+LI
Nuuk	Nuuk<Absolut
Nuulli	Nuuk<Absolut+LI
Nuullu	Nuuk<Absolut+LU
Nuummik	Nuuk<Instrumentalis
Nuummilli	Nuuk<Instrumentalis+LI
Nuummillu	Nuuk<Instrumentalis+LU
Nuummi	Nuuk<Lokalis
Nuummili	Nuuk<Lokalis+LI
Nuummiu	Nuuk+MIU<ental<Absolut
Nuummiulu	Nuuk+MIU<ental<Absolut+LU
Nuummiumi	Nuuk+MIU<ental<Lokalis
Nuummiuni	Nuuk+MIU<flertal<Lokalis
Nuummiunili	Nuuk+MIU<flertal<Lokalis+LI
Nuummiulerissagaluarnerit	Nuuk+MIU-LIRI-SSA=GALUAR+NIQ<flertal<Relativ
Nuummiunngornermut	Nuuk+MIU-NNGUR+NIQ<ental<Terminalis
Nuummiunngortassanerit	Nuuk+MIU-NNGUR+TAR=SSA+NIQ<flertal<Absolut
Nuummioqarporli	Nuuk+MIU-QAR<Indikativ<han+LI
Nuummioqarneq	Nuuk+MIU-QAR+NIQ
Nuummioqarnerli	Nuuk+MIU-QAR+NIQ+LI
Nuummiuugaluartunga	Nuuk+MIU-U+GALUAR<Participium<jeg
Nuummiuulaarpit	Nuuk+MIU-U-LAAR<Interrogativ<du
Nuummiuulaartungalu	Nuuk+MIU-U-LAAR<Participium<jeg+LU
Nuummiuunerat	Nuuk+MIU-U+NIQ<ental<deres<Absolut
Nuummiuunernut	Nuuk+MIU-U+NIQ<flertal<Terminalis
Nuummiuusunga	Nuuk+MIU-U<Participium<jeg
Nuummiuusimanerat	Nuuk+MIU-U+SIMA+NIQ<ental<deres<Absolut
Nuummiuusimasunga	Nuuk+MIU-U+SIMA<Participium<jeg
Nuummiuussagaluartunga	Nuuk+MIU-U-SSA=GALUAR<Participium<jeg
Nuummiuussaneq	Nuuk+MIU-U-SSA+NIQ<ental<Absolut
Nuummiuussasunga	Nuuk+MIU-U-SSA<Participium<jeg
Nuummiuusarpungali	Nuuk+MIU-U+TAR<Indikativ<jeg+LI
Nuummiuusassagaluartunga	Nuuk+MIU-U+TAR=SSA=GALUAR<Participium<jeg
Nuummiuusassagaluartungalu	Nuuk+MIU-U+TAR=SSA=GALUAR<Participium<jeg+LU
Nuummiuusassanertut	Nuuk+MIU-U+TAR=SSA+NIQ<ental<Aequalis
Nuummut	Nuuk<Terminalis
Nuummulli	Nuuk<Terminalis+LI
Nuummullu	Nuuk<Terminalis+LU
nuukkaluarpugut	nuup+GALUAR<Indikativ<vi
nuukkaluarpit	nuup+GALUAR<Interrogativ<du
nuukkaluarneralli	nuup+GALUAR+NIQ<ental<deres<Absolut+LI
nuukkaluarnerilli	nuup+GALUAR+NIQ<flertal<Absolut+LI
nuukkaluarnerit	nuup+GALUAR+NIQ<flertal<Relativ
nuukkaluartunga	nuup+GALUAR<Participium<jeg
nuupporlu	nuup<Indikativ<han+LU
nuuppunga	nuup<Indikativ<jeg
nuuppungali	nuup<Indikativ<jeg+LI
nuuppit	nuup<Interrogativ<du
nuulaartarneralli	nuup-LAAR=TAR+NIQ<ental<deres<Absolut+LI
nuulaartartunga	nuup-LAAR=TAR<Participium<jeg
nuunneq	nuup+NIQ<ental<Absolut
nuunnerit	nuup+NIQ<flertal<Absolut
nuunnerillu	nuup+NIQ<flertal<Absolut+LU
nuunnerilli	nuup+NIQ<flertal<Relativ+LI
nuunnernut	nuup+NIQ<flertal<Terminalis
nuuttunga	nuup<Participium<jeg
nuussimanermulli	nuup+SIMA+NIQ<ental<Terminalis+LI
nuussimasarporlu	nuup+SIMA=TAR<Indikativ<han+LU
nuussimasarpunga	nuup+SIMA=TAR<Indikativ<jeg
nuussasungalu	nuup-SSA<Participium<jeg+LU
nuuttaraluarneq	nuup+TAR=GALUAR+NIQ<ental<Absolut
nuuttartunga	nuup+TAR<Participium<jeg
oqaaserli	oqaaseq<ental>Absolut+LI
oqaaserlu	oqaaseq<ental>Absolut+LU
oqaatsitulli	oqaaseq<ental<Aequalis+LI
oqaatsimik	oqaaseq<ental<Instrumentalis
oqaatsimi	oqaaseq<ental<Lokalis
oqaatsimut	oqaaseq<ental<Terminalis
oqaatsimulli	oqaaseq<ental<Terminalis+LI
oqaatsinik	oqaaseq<flertal<Instrumentalis
oqaatsinillu	oqaaseq<flertal<Instrumentalis+LU
oqaatsini	oqaaseq<flertal<Lokalis
oqaatsinili	oqaaseq<flertal<Lokalis+LI
oqaatsinilu	oqaaseq<flertal<Lokalis+LU
oqaatsinut	oqaaseq<flertal<Terminalis
oqaatsinullu	oqaaseq<flertal<Terminalis+LU
oqaasiinnaasunga	oqaaseq-INNAQ-U<Participium<jeg
oqaasilerilaarpunga	oqaaseq-LIRI-LAAR<Indikativ<jeg
oqaasilerilaartunga	oqaaseq-LIRI-LAAR<Participium<jeg
oqaasilerilaartarneq	oqaaseq-LIRI-LAAR=TAR+NIQ<ental<Absolut
oqaasermiuusaraluarpit	oqaaseq+MIU-U+TAR=GALUAR<Interrogativ<du
oqaasinngussavunga	oqaaseq-NNGUR-SSA<Indikativ<jeg
oqaaserpassuarnulli	oqaaseq+PASSUAQ<flertal<Terminalis+LI
oqaaseqarsimavugulli	oqaaseq-QAR+SIMA<Indikativ<vi+LI
oqaaseqarsimanernilu	oqaaseq-QAR+SIMA+NIQ<flertal<Lokalis+LU
oqaaseqassanertullu	oqaaseq-QAR-SSA+NIQ<ental<Aequalis+LU
oqaaseqassasunga	oqaaseq-QAR-SSA<Participium<jeg
oqaasiusassasunga	oqaaseq-U+TAR=SSA<Participium<jeg
oqaasilerininngussagaluarnerit	oqaasilerineq-NNGUR-SSA=GALUAR+NIQ<flertal<Relativ
oqaasilerisumut	oqaasilerisoq<ental<Terminalis
oqaasilerisuinnalerisartunga	oqaasilerisoq-INNAQ-LIRI+TAR<Participium<jeg
oqaasilerisoqalaartunga	oqaasilerisoq-QAR-LAAR<Participium<jeg
oqaluttuaraluarneq	oqaluttuar+GALUAR+NIQ<ental<Absolut
oqaluttuaraluarnernik	oqaluttuar+GALUAR+NIQ<flertal<Instrumentalis
oqaluttuarporli	oqaluttuar<Indikativ<han+LI
oqaluttuarporlu	oqaluttuar<Indikativ<han+LU
oqaluttuarpunga	oqaluttuar<Indikativ<jeg
oqaluttuarpit	oqaluttuar<Interrogativ<du
oqaluttualaarpungali	oqaluttuar-LAAR<Indikativ<jeg+LI
oqaluttualaarpit	oqaluttuar-LAAR<Interrogativ<du
oqaluttualaartunga	oqaluttuar-LAAR<Participium<jeg
oqaluttualaartungali	oqaluttuar-LAAR<Participium<jeg+LI
oqaluttualaartarpunga	oqaluttuar-LAAR=TAR<Indikativ<jeg
oqaluttualaartarpit	oqaluttuar-LAAR=TAR<Interrogativ<du
oqaluttualaartarnerlu	oqaluttuar-LAAR=TAR+NIQ<ental<Absolut+LU
oqaluttualaartarnerat	oqaluttuar-LAAR=TAR+NIQ<ental<deres<Absolut
oqaluttualaartartunga	oqaluttuar-LAAR=TAR<Participium<jeg
oqaluttuarnerit	oqaluttuar+NIQ<flertal<Relativ
oqaluttuartunga	oqaluttuar<Participium<jeg
oqaluttuartungali	oqaluttuar<Participium<jeg+LI
oqaluttuarsimavoq	oqaluttuar+SIMA<Indikativ<han
oqaluttuarsimavugullu	oqaluttuar+SIMA<Indikativ<vi+LU
oqaluttuarsimaneq	oqaluttuar+SIMA+NIQ<ental<Absolut
oqaluttuarsimasarporli	oqaluttuar+SIMA=TAR<Indikativ<han+LI
oqaluttuarsimasarnermut	oqaluttuar+SIMA=TAR+NIQ<ental<Terminalis
oqaluttuarsimasartunga	oqaluttuar+SIMA=TAR<Participium<jeg
oqaluttuassagaluarpit	oqaluttuar-SSA=GALUAR<Interrogativ<du
oqaluttuassagaluarneq	oqaluttuar-SSA=GALUAR+NIQ<ental<Absolut
oqaluttuassagaluarnerillu	oqaluttuar-SSA=GALUAR+NIQ<flertal<Absolut+LU
oqaluttuassagaluarnerit	oqaluttuar-SSA=GALUAR+NIQ<flertal<Relativ
oqaluttuassagaluarnernullu	oqaluttuar-SSA=GALUAR+NIQ<flertal<Terminalis+LU
oqaluttuassagaluartunga	oqaluttuar-SSA=GALUAR<Participium<jeg
oqaluttuassagaluartungali	oqaluttuar-SSA=GALUAR<Participium<jeg+LI
oqaluttuassavungali	oqaluttuar-SSA<Indikativ<jeg+LI
oqaluttuassaneq	oqaluttuar-SSA+NIQ<ental<Absolut
oqaluttuassanerni	oqaluttuar-SSA+NIQ<flertal<Lokalis
oqaluttuassasungali	oqaluttuar-SSA<Participium<jeg+LI
oqaluttuassasungalu	oqaluttuar-SSA<Participium<jeg+LU
oqaluttuartaraluarnermut	oqaluttuar+TAR=GALUAR+NIQ<ental<Terminalis
oqaluttuartaraluartunga	oqaluttuar+TAR=GALUAR<Participium<jeg
oqaluttuartarnernili	oqaluttuar+TAR+NIQ<flertal<Lokalis+LI
oqaluttuartartunga	oqaluttuar+TAR<Participium<jeg
oqaluttuartassaneq	oqaluttuar+TAR=SSA+NIQ<ental<Absolut
oqaluttuartassanerit	oqaluttuar+TAR=SSA+NIQ<flertal<Relativ
oqaraluarpit	oqar+GALUAR<Interrogativ<du
oqaraluarnerni	oqar+GALUAR+NIQ<flertal<Lokalis
oqaraluartungali	oqar+GALUAR<Participium<jeg+LI
oqarpoq	oqar<Indikativ<han
oqarporli	oqar<Indikativ<han+LI
oqarpunga	oqar<Indikativ<jeg
oqarpit	oqar<Interrogativ<du
oqalaarporli	oqar-LAAR<Indikativ<han+LI
oqalaarpunga	oqar-LAAR<Indikativ<jeg
oqalaarpungalu	oqar-LAAR<Indikativ<jeg+LU
oqalaarpit	oqar-LAAR<Interrogativ<du
oqalaarneq	oqar-LAAR+NIQ<ental<Absolut
oqalaarnertullu	oqar-LAAR+NIQ<ental<Aequalis+LU
oqalaarneralli	oqar-LAAR+NIQ<ental<deres<Absolut+LI
oqalaarnerit	oqar-LAAR+NIQ<flertal<Absolut
oqalaarnerilli	oqar-LAAR+NIQ<flertal<Absolut+LI
oqalaarnerillu	oqar-LAAR+NIQ<flertal<Relativ+LU
oqalaartunga	oqar-LAAR<Participium<jeg
oqalaartungalu	oqar-LAAR<Participium<jeg+LU
oqalaartarpunga	oqar-LAAR=TAR<Indikativ<jeg
oqalaartarpugut	oqar-LAAR=TAR<Indikativ<vi
oqalaartarpugullu	oqar-LAAR=TAR<Indikativ<vi+LU
oqalaartarpit	oqar-LAAR=TAR<Interrogativ<du
oqalaartarnerit	oqar-LAAR=TAR+NIQ<flertal<Relativ
oqalaartartunga	oqar-LAAR=TAR<Participium<jeg
oqalaartartungalu	oqar-LAAR=TAR<Participium<jeg+LU
oqarneralli	oqar+NIQ<ental<deres<Absolut+LI
oqarnermut	oqar+NIQ<ental<Terminalis
oqarnernili	oqar+NIQ<flertal<Lokalis+LI
oqarnerit	oqar+NIQ<flertal<Relativ
oqarnerilli	oqar+NIQ<flertal<Relativ+LI
oqartunga	oqar<Participium<jeg
oqartungali	oqar<Participium<jeg+LI
oqartungalu	oqar<Participium<jeg+LU
oqarsimavungali	oqar+SIMA<Indikativ<jeg+LI
oqarsimavungalu	oqar+SIMA<Indikativ<jeg+LU
oqarsimavit	oqar+SIMA<Interrogativ<du
oqarsimanernilu	oqar+SIMA+NIQ<flertal<Lokalis+LU
oqarsimasunga	oqar+SIMA<Participium<jeg
oqarsimasarpunga	oqar+SIMA=TAR<Indikativ<jeg
oqarsimasarpungali	oqar+SIMA=TAR<Indikativ<jeg+LI
oqarsimasartungalu	oqar+SIMA=TAR<Participium<jeg+LU
oqassagaluarpunga	oqar-SSA=GALUAR<Indikativ<jeg
oqassagaluarpugut	oqar-SSA=GALUAR<Indikativ<vi
oqassagaluarpit	oqar-SSA=GALUAR<Interrogativ<du
oqassagaluarneralli	oqar-SSA=GALUAR+NIQ<ental<deres<Absolut+LI
oqassagaluarnernut	oqar-SSA=GALUAR+NIQ<flertal<Terminalis
