Aasiaat+Sem/Geo+Prop+Abl+Pl	Aasiannit
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+NNGIT+GALUAR+V+Ind+3Sg	ilinniartuusariaqanngikkaluarpoq
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+NNGIT+GALUAR+V+Int+2Sg	ilinniartuusariaqanngikkaluarpit
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+NNGIT+V+Ind+1Pl	ilinniartuusariaqanngilagut
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+NNGIT+V+Ind+1Sg	ilinniartuusariaqanngilanga
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+NNGIT+V+Ind+3Sg	ilinniartuusariaqanngilaq
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+NNGIT+V+Int+2Sg	ilinniartuusariaqanngilatit
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+GALUAR+V+Ind+1Pl	ilinniartuusariaqartaraluarpugut
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+GALUAR+V+Ind+1Sg	ilinniartuusariaqartaraluarpunga
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+GALUAR+V+Ind+3Sg	ilinniartuusariaqartaraluarpoq
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+GALUAR+V+Int+2Sg	ilinniartuusariaqartaraluarpit
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+GALUAR+V+Ind+1Pl	ilinniartuusariaqartanngikkaluarpugut
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+GALUAR+V+Ind+1Sg	ilinniartuusariaqartanngikkaluarpunga
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+GALUAR+V+Ind+3Sg	ilinniartuusariaqartanngikkaluarpoq
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+GALUAR+V+Int+2Sg	ilinniartuusariaqartanngikkaluarpit
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+V+Ind+1Pl	ilinniartuusariaqartanngilagut
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+V+Ind+1Sg	ilinniartuusariaqartanngilanga
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+V+Ind+3Sg	ilinniartuusariaqartanngilaq
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+NNGIT+V+Int+2Sg	ilinniartuusariaqartanngilatit
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+V+Ind+1Pl	ilinniartuusariaqartarpugut
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+V+Ind+1Sg	ilinniartuusariaqartarpunga
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+V+Ind+3Sg	ilinniartuusariaqartarpoq
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+TAR+V+Int+2Sg	ilinniartuusariaqartarpit
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+V+Ind+1Pl	ilinniartuusariaqarpugut
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+V+Ind+1Sg	ilinniartuusariaqarpunga
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+V+Ind+3Sg	ilinniartuusariaqarpoq
ilinniar+Sem/learn+TUQ+U+Sem/copula+TARIAQAR+V+Int+2Sg	ilinniartuusariaqarpit
ilinniar+Sem/learn+TUQ+U+Sem/copula+V+Ind+1Pl	ilinniartuuvugut
ilinniar+Sem/learn+TUQ+U+Sem/copula+V+Ind+1Sg	ilinniartuuvunga
ilinniar+Sem/learn+TUQ+U+Sem/copula+V+Ind+3Sg	ilinniartuuvoq
ilinniar+Sem/learn+TUQ+U+Sem/copula+V+Int+2Sg	ilinniartuuit
ilinniar+Sem/learn+V+Ind+1Pl	ilinniarpugut
ilinniar+Sem/learn+V+Ind+1Sg	ilinniarpunga
ilinniar+Sem/learn+V+Ind+3Sg	ilinniarpoq
ilinniar+Sem/learn+V+Int+2Sg	ilinniarpit
ilinniartip+Sem/teach+GALUAR+TAQ+N+Abs+Sg	ilinniartikkaluagaq
ilinniartip+Sem/teach+GALUAR+TAQ+N+Abs+Sg+1SgPoss	ilinniartikkaluagara
ilinniartip+Sem/teach+GALUAR+V+Ind+1Sg+2PlO	ilinniartikkaluarpassi
ilinniartip+Sem/teach+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartikkaluarpassili
ilinniartip+Sem/teach+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartikkaluarpassilu
ilinniartip+Sem/teach+GALUAR+V+Ind+1Sg+3SgO	ilinniartikkaluarpara
ilinniartip+Sem/teach+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartikkaluarparali
ilinniartip+Sem/teach+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartikkaluarparalu
ilinniartip+Sem/teach+GALUAR+V+Ind+3Pl+1SgO	ilinniartikkaluarpaannga
ilinniartip+Sem/teach+GALUAR+V+Ind+3Pl+3SgO	ilinniartikkaluarpaat
ilinniartip+Sem/teach+GALUAR+V+Int+2Sg+3SgO	ilinniartikkaluarpiuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+TAQ+N+Abs+Sg	ilinniartikkusukkaluagaq
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+TAQ+N+Abs+Sg+1SgPoss	ilinniartikkusukkaluagara
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg+2PlO	ilinniartikkusukkaluarpassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartikkusukkaluarpassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartikkusukkaluarpassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg+3SgO	ilinniartikkusukkaluarpara
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartikkusukkaluarparali
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartikkusukkaluarparalu
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+V+Ind+3Pl+1SgO	ilinniartikkusukkaluarpaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+V+Ind+3Pl+3SgO	ilinniartikkusukkaluarpaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+GALUAR+V+Int+2Sg+3SgO	ilinniartikkusukkaluarpiuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+TAQ+N+Abs+Sg	ilinniartikkusunngikkaluagaq
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+TAQ+N+Abs+Sg+1SgPoss	ilinniartikkusunngikkaluagara
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg+2PlO	ilinniartikkusunngikkaluarpassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartikkusunngikkaluarpassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartikkusunngikkaluarpassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg+3SgO	ilinniartikkusunngikkaluarpara
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartikkusunngikkaluarparali
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartikkusunngikkaluarparalu
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+3Pl+1SgO	ilinniartikkusunngikkaluarpaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+3Pl+3SgO	ilinniartikkusunngikkaluarpaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+GALUAR+V+Int+2Sg+3SgO	ilinniartikkusunngikkaluarpiuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+TAQ+N+Abs+Sg	ilinniartikkusunngisaq
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+TAQ+N+Abs+Sg+1SgPoss	ilinniartikkusunngisara
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+2PlO	ilinniartikkusunngilassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+2PlO+LI	ilinniartikkusunngilassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+2PlO+LU	ilinniartikkusunngilassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+3SgO	ilinniartikkusunngilara
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+3SgO+LI	ilinniartikkusunngilarali
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg+3SgO+LU	ilinniartikkusunngilaralu
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+V+Ind+3Pl+1SgO	ilinniartikkusunngilaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+V+Ind+3Pl+3SgO	ilinniartikkusunngilaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+NNGIT+V+Int+2Sg+3SgO	ilinniartikkusunngiliuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg+2PlO	ilinniartikkusussagaluarpassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartikkusussagaluarpassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartikkusussagaluarpassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg+3SgO	ilinniartikkusussagaluarpara
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartikkusussagaluarparali
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartikkusussagaluarparalu
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+3Pl+1SgO	ilinniartikkusussagaluarpaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+3Pl+3SgO	ilinniartikkusussagaluarpaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+GALUAR+V+Int+2Sg+3SgO	ilinniartikkusussagaluarpiuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Sg+2PlO	ilinniartikkusussanngikkaluarpassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartikkusussanngikkaluarpassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartikkusussanngikkaluarpassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Sg+3SgO	ilinniartikkusussanngikkaluarpara
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartikkusussanngikkaluarparali
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartikkusussanngikkaluarparalu
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+3Pl+1SgO	ilinniartikkusussanngikkaluarpaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+3Pl+3SgO	ilinniartikkusussanngikkaluarpaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Int+2Sg+3SgO	ilinniartikkusussanngikkaluarpiuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+2PlO	ilinniartikkusussanngilassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+2PlO+LI	ilinniartikkusussanngilassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+2PlO+LU	ilinniartikkusussanngilassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+3SgO	ilinniartikkusussanngilara
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+3SgO+LI	ilinniartikkusussanngilarali
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg+3SgO+LU	ilinniartikkusussanngilaralu
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Pl+1SgO	ilinniartikkusussanngilaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Pl+3SgO	ilinniartikkusussanngilaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg+3SgO	ilinniartikkusussanngiliuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+V+Ind+1Sg+2PlO	ilinniartikkusussavassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+V+Ind+1Sg+2PlO+LI	ilinniartikkusussavassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+V+Ind+1Sg+2PlO+LU	ilinniartikkusussavassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+V+Ind+1Sg+3SgO	ilinniartikkusussavara
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+V+Ind+1Sg+3SgO+LI	ilinniartikkusussavarali
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+V+Ind+1Sg+3SgO+LU	ilinniartikkusussavaralu
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+V+Ind+3Pl+1SgO	ilinniartikkusussavaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+V+Ind+3Pl+3PlO	ilinniartikkusussavaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+SSA+V+Int+2Sg+3SgO	ilinniartikkusussaviuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAQ+N+Abs+Sg	ilinniartikkusutaq
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAQ+N+Abs+Sg+1SgPoss	ilinniartikkusutara
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+TAQ+N+Abs+Sg	ilinniartikkusuttaraluagaq
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+TAQ+N+Abs+Sg+1SgPoss	ilinniartikkusuttaraluagara
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg+2PlO	ilinniartikkusuttaraluarpassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartikkusuttaraluarpassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartikkusuttaraluarpassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg+3SgO	ilinniartikkusuttaraluarpara
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartikkusuttaraluarparali
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartikkusuttaraluarparalu
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+3Pl+1SgO	ilinniartikkusuttaraluarpaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+3Pl+3SgO	ilinniartikkusuttaraluarpaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+GALUAR+V+Int+2Sg+3SgO	ilinniartikkusuttaraluarpiuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+TAQ+N+Abs+Sg	ilinniartikkusuttanngikkaluagaq
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+TAQ+N+Abs+Sg+1SgPoss	ilinniartikkusuttanngikkaluagara
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg+2PlO	ilinniartikkusuttanngikkaluarpassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartikkusuttanngikkaluarpassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartikkusuttanngikkaluarpassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg+3SgO	ilinniartikkusuttanngikkaluarpara
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartikkusuttanngikkaluarparali
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartikkusuttanngikkaluarparalu
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+3Pl+1SgO	ilinniartikkusuttanngikkaluarpaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+3Pl+3SgO	ilinniartikkusuttanngikkaluarpaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Int+2Sg+3SgO	ilinniartikkusuttanngikkaluarpiuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+TAQ+N+Abs+Sg	ilinniartikkusuttanngisaq
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+TAQ+N+Abs+Sg+1SgPoss	ilinniartikkusuttanngisara
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg+2PlO	ilinniartikkusuttanngilassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg+2PlO+LI	ilinniartikkusuttanngilassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg+2PlO+LU	ilinniartikkusuttanngilassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg+3SgO	ilinniartikkusuttanngilara
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg+3SgO+LI	ilinniartikkusuttanngilarali
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg+3SgO+LU	ilinniartikkusuttanngilaralu
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+3Pl+1SgO	ilinniartikkusuttanngilaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+3Pl+3SgO	ilinniartikkusuttanngilaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+NNGIT+V+Int+2Sg+3SgO	ilinniartikkusuttanngiliuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+TAQ+N+Abs+Sg	ilinniartikkusuttagaq
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+TAQ+N+Abs+Sg+1SgPoss	ilinniartikkusuttagara
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+V+Ind+1Sg+2PlO	ilinniartikkusuttarpassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+V+Ind+1Sg+2PlO+LI	ilinniartikkusuttarpassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+V+Ind+1Sg+2PlO+LU	ilinniartikkusuttarpassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+V+Ind+1Sg+3SgO	ilinniartikkusuttarpara
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+V+Ind+1Sg+3SgO+LI	ilinniartikkusuttarparali
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+V+Ind+1Sg+3SgO+LU	ilinniartikkusuttarparalu
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+V+Ind+3Pl+1SgO	ilinniartikkusuttarpaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+V+Ind+3Pl+3SgO	ilinniartikkusuttarpaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+TAR+V+Int+2Sg+3SgO	ilinniartikkusuttarpiuk
ilinniartip+Sem/teach+GUSUP+Sem/wish+V+Ind+1Sg+2PlO	ilinniartikkusuppassi
ilinniartip+Sem/teach+GUSUP+Sem/wish+V+Ind+1Sg+2PlO+LI	ilinniartikkusuppassili
ilinniartip+Sem/teach+GUSUP+Sem/wish+V+Ind+1Sg+2PlO+LU	ilinniartikkusuppassilu
ilinniartip+Sem/teach+GUSUP+Sem/wish+V+Ind+1Sg+3SgO	ilinniartikkusuppara
ilinniartip+Sem/teach+GUSUP+Sem/wish+V+Ind+1Sg+3SgO+LI	ilinniartikkusupparali
ilinniartip+Sem/teach+GUSUP+Sem/wish+V+Ind+1Sg+3SgO+LU	ilinniartikkusupparalu
ilinniartip+Sem/teach+GUSUP+Sem/wish+V+Ind+3Pl+1SgO	ilinniartikkusuppaannga
ilinniartip+Sem/teach+GUSUP+Sem/wish+V+Ind+3Pl+3SgO	ilinniartikkusuppaat
ilinniartip+Sem/teach+GUSUP+Sem/wish+V+Int+2Sg+3SgO	ilinniartikkusuppiuk
ilinniartip+Sem/teach+NNGIT+GALUAR+TAQ+N+Abs+Sg	ilinniartinngikkaluagaq
ilinniartip+Sem/teach+NNGIT+GALUAR+TAQ+N+Abs+Sg+1SgPoss	ilinniartinngikkaluagara
ilinniartip+Sem/teach+NNGIT+GALUAR+V+Ind+1Sg+2PlO	ilinniartinngikkaluarpassi
ilinniartip+Sem/teach+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartinngikkaluarpassili
ilinniartip+Sem/teach+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartinngikkaluarpassilu
ilinniartip+Sem/teach+NNGIT+GALUAR+V+Ind+1Sg+3SgO	ilinniartinngikkaluarpara
ilinniartip+Sem/teach+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartinngikkaluarparali
ilinniartip+Sem/teach+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartinngikkaluarparalu
ilinniartip+Sem/teach+NNGIT+GALUAR+V+Ind+3Pl+1SgO	ilinniartinngikkaluarpaannga
ilinniartip+Sem/teach+NNGIT+GALUAR+V+Ind+3Pl+3SgO	ilinniartinngikkaluarpaat
ilinniartip+Sem/teach+NNGIT+GALUAR+V+Int+2Sg+3SgO	ilinniartinngikkaluarpiuk
ilinniartip+Sem/teach+NNGIT+TAQ+N+Abs+Sg	ilinniartinngisaq
ilinniartip+Sem/teach+NNGIT+TAQ+N+Abs+Sg+1SgPoss	ilinniartinngisara
ilinniartip+Sem/teach+NNGIT+V+Ind+1Sg+2PlO	ilinniartinngilassi
ilinniartip+Sem/teach+NNGIT+V+Ind+1Sg+2PlO+LI	ilinniartinngilassili
ilinniartip+Sem/teach+NNGIT+V+Ind+1Sg+2PlO+LU	ilinniartinngilassilu
ilinniartip+Sem/teach+NNGIT+V+Ind+1Sg+3SgO	ilinniartinngilara
ilinniartip+Sem/teach+NNGIT+V+Ind+1Sg+3SgO+LI	ilinniartinngilarali
ilinniartip+Sem/teach+NNGIT+V+Ind+1Sg+3SgO+LU	ilinniartinngilaralu
ilinniartip+Sem/teach+NNGIT+V+Ind+3Pl+1SgO	ilinniartinngilaannga
ilinniartip+Sem/teach+NNGIT+V+Ind+3Pl+3SgO	ilinniartinngilaat
ilinniartip+Sem/teach+NNGIT+V+Int+2Sg+3SgO	ilinniartinngiliuk
ilinniartip+Sem/teach+SSA+GALUAR+V+Ind+1Sg+2PlO	ilinniartissagaluarpassi
ilinniartip+Sem/teach+SSA+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartissagaluarpassili
ilinniartip+Sem/teach+SSA+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartissagaluarpassilu
ilinniartip+Sem/teach+SSA+GALUAR+V+Ind+1Sg+3SgO	ilinniartissagaluarpara
ilinniartip+Sem/teach+SSA+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartissagaluarparali
ilinniartip+Sem/teach+SSA+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartissagaluarparalu
ilinniartip+Sem/teach+SSA+GALUAR+V+Ind+3Pl+1SgO	ilinniartissagaluarpaannga
ilinniartip+Sem/teach+SSA+GALUAR+V+Ind+3Pl+3SgO	ilinniartissagaluarpaat
ilinniartip+Sem/teach+SSA+GALUAR+V+Int+2Sg+3SgO	ilinniartissagaluarpiuk
ilinniartip+Sem/teach+SSA+NNGIT+GALUAR+V+Ind+1Sg+2PlO	ilinniartissanngikkaluarpassi
ilinniartip+Sem/teach+SSA+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LI	ilinniartissanngikkaluarpassili
ilinniartip+Sem/teach+SSA+NNGIT+GALUAR+V+Ind+1Sg+2PlO+LU	ilinniartissanngikkaluarpassilu
ilinniartip+Sem/teach+SSA+NNGIT+GALUAR+V+Ind+1Sg+3SgO	ilinniartissanngikkaluarpara
ilinniartip+Sem/teach+SSA+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LI	ilinniartissanngikkaluarparali
ilinniartip+Sem/teach+SSA+NNGIT+GALUAR+V+Ind+1Sg+3SgO+LU	ilinniartissanngikkaluarparalu
ilinniartip+Sem/teach+SSA+NNGIT+GALUAR+V+Ind+3Pl+1SgO	ilinniartissanngikkaluarpaannga
ilinniartip+Sem/teach+SSA+NNGIT+GALUAR+V+Ind+3Pl+3SgO	ilinniartissanngikkaluarpaat
ilinniartip+Sem/teach+SSA+NNGIT+GALUAR+V+Int+2Sg+3SgO	ilinniartissanngikkaluarpiuk
ilinniartip+Sem/teach+SSA+NNGIT+V+Ind+1Sg+2PlO	ilinniartissanngilassi
ilinniartip+Sem/teach+SSA+NNGIT+V+Ind+1Sg+2PlO+LI	ilinniartissanngilassili
ilinniartip+Sem/teach+SSA+NNGIT+V+Ind+1Sg+2PlO+LU	ilinniartissanngilassilu
ilinniartip+Sem/teach+SSA+NNGIT+V+Ind+1Sg+3SgO	ilinniartissanngilara
ilinniartip+Sem/teach+SSA+NNGIT+V+Ind+1Sg+3SgO+LI	ilinniartissanngilarali
ilinniartip+Sem/teach+SSA+NNGIT+V+Ind+1Sg+3SgO+LU	ilinniartissanngilaralu
