Aasiaat+Sem/Geo+Prop+Abl+Pl	Aasiannit
Rosing+Sem/Hum+Prop+U+Sem/be_copula+TARIAQAR+TAR+V+Int+2Sg	Rosingiusariaqartarpit
Rosing+Sem/Hum+Prop+U+Sem/be_copula+TARIAQAR+V+Ind+1Pl	Rosingiusariaqarpugut
Rosing+Sem/Hum+Prop+U+Sem/be_copula+TARIAQAR+V+Ind+1Sg	Rosingiusariaqarpunga
Rosing+Sem/Hum+Prop+U+Sem/be_copula+TARIAQAR+V+Ind+3Sg	Rosingiusariaqarpoq
Rosing+Sem/Hum+Prop+U+Sem/be_copula+TARIAQAR+V+Int+2Sg	Rosingiusariaqarpit
Rosing+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+1Pl	Rosingiuvugut
Rosing+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+1Sg	Rosingiuvunga
Rosing+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+3Sg	Rosingiuvoq
Rosing+Sem/Hum+Prop+U+Sem/be_copula+V+Int+2Sg	Rosingiuit
Royal Greenland+Sem/inst+Sem/Hum+Prop+Abl+Sg	Royal Greenlandimit
Royal Greenland+Sem/inst+Sem/Hum+Prop+Abl+Sg+LI	Royal Greenlandimilli
Royal Greenland+Sem/inst+Sem/Hum+Prop+Abl+Sg+LU	Royal Greenlandimillu
Royal Greenland+Sem/inst+Sem/Hum+Prop+Abs+Sg	Royal Greenland
Royal Greenland+Sem/inst+Sem/Hum+Prop+Abs+Sg+Orth/Alt	Royal Greenlandi
Royal Greenland+Sem/inst+Sem/Hum+Prop+Ins	Royal Greenlandimik
Royal Greenland+Sem/inst+Sem/Hum+Prop+Ins+LI	Royal Greenlandimilli
Royal Greenland+Sem/inst+Sem/Hum+Prop+Ins+LU	Royal Greenlandimillu
Royal Greenland+Sem/inst+Sem/Hum+Prop+Lok+Sg	Royal Greenlandimi
Royal Greenland+Sem/inst+Sem/Hum+Prop+Lok+Sg+LI	Royal Greenlandimili
Royal Greenland+Sem/inst+Sem/Hum+Prop+Lok+Sg+LU	Royal Greenlandimilu
Royal Greenland+Sem/inst+Sem/Hum+Prop+Trm+Sg	Royal Greenlandimut
Royal Greenland+Sem/inst+Sem/Hum+Prop+Trm+Sg+LI	Royal Greenlandimulli
Royal Greenland+Sem/inst+Sem/Hum+Prop+Trm+Sg+LU	Royal Greenlandimullu
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+GALUAR+V+Ind+3Sg	Royal Greenlandiugaluarpoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+NNGIT+GALUAR+V+Ind+3Sg	Royal Greenlandiunngikkaluarpoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+NNGIT+TUQ+N+Abs+Sg	Royal Greenlandiunngitsoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+NNGIT+V+Ind+3Sg	Royal Greenlandiunngilaq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+SSA+GALUAR+V+Ind+3Sg	Royal Greenlandiussagaluarpoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+SSA+NNGIT+GALUAR+V+Ind+3Sg	Royal Greenlandiussanngikkaluarpoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+SSA+NNGIT+TUQ+N+Abs+Sg	Royal Greenlandiussanngitsoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+SSA+NNGIT+V+Ind+3Sg	Royal Greenlandiussanngilaq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+SSA+V+Ind+3Sg	Royal Greenlandiussaaq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+TAR+GALUAR+V+Ind+3Sg	Royal Greenlandiusaraluarpoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+TAR+NNGIT+GALUAR+V+Ind+3Sg	Royal Greenlandiusanngikkaluarpoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+TAR+NNGIT+TUQ+N+Abs+Sg	Royal Greenlandiusanngitsoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+TAR+NNGIT+V+Ind+3Sg	Royal Greenlandiusanngilaq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+TAR+SSA+GALUAR+V+Ind+3Sg	Royal Greenlandiusassagaluarpoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+TAR+SSA+NNGIT+GALUAR+V+Ind+3Sg	Royal Greenlandiusassanngikkaluarpoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+TAR+SSA+NNGIT+TUQ+N+Abs+Sg	Royal Greenlandiusassanngitsoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+TAR+SSA+NNGIT+V+Ind+3Sg	Royal Greenlandiusassanngilaq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+TAR+SSA+V+Ind+3Sg	Royal Greenlandiusassaaq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+TAR+V+Ind+3Sg	Royal Greenlandiusarpoq
Royal Greenland+Sem/inst+Sem/Hum+Prop+U+Sem/be_copula+V+Ind+3Sg	Royal Greenlandiuvoq
Sisimiut+Sem/Geo+Prop+Abl+Pl	Sisimiunit
Sisimiut+Sem/Geo+Prop+Abl+Pl+LI	Sisimiunilli
Sisimiut+Sem/Geo+Prop+Abl+Pl+LU	Sisimiunillu
Sisimiut+Sem/Geo+Prop+Abs+Pl	Sisimiut
Sisimiut+Sem/Geo+Prop+Abs+Pl+LI	Sisimiulli
Sisimiut+Sem/Geo+Prop+Abs+Pl+LU	Sisimiullu
Sisimiut+Sem/Geo+Prop+Ins+Pl	Sisimiunik
Sisimiut+Sem/Geo+Prop+Ins+Pl+LI	Sisimiunilli
Sisimiut+Sem/Geo+Prop+Ins+Pl+LU	Sisimiunillu
Sisimiut+Sem/Geo+Prop+Lok+Pl	Sisimiuni
Sisimiut+Sem/Geo+Prop+Lok+Pl+LI	Sisimiunili
Sisimiut+Sem/Geo+Prop+Lok+Pl+LU	Sisimiunilu
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+N+Abs+Sg	Sisimiormiu
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+N+Abs+Sg+LI	Sisimiormiuli
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+N+Abs+Sg+LU	Sisimiormiulu
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+GALUAR+V+Ind+3Sg	Sisimiormioqaraluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormioqanngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+NNGIT+V+Ind+3Sg	Sisimiormioqanngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+SSA+GALUAR+V+Ind+3Sg	Sisimiormioqassagaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+SSA+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormioqassanngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+SSA+NNGIT+V+Ind+3Sg	Sisimiormioqassanngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+SSA+V+Ind+3Sg	Sisimiormioqassaaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+TAR+GALUAR+V+Ind+3Sg	Sisimiormioqartaraluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+TAR+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormioqartanngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+TAR+NNGIT+V+Ind+3Sg	Sisimiormioqartanngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+TAR+SSA+GALUAR+V+Ind+3Sg	Sisimiormioqartassagaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+TAR+SSA+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormioqartassanngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+TAR+SSA+NNGIT+V+Ind+3Sg	Sisimiormioqartassanngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+TAR+SSA+V+Ind+3Sg	Sisimiormioqartassaaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+TAR+V+Ind+3Sg	Sisimiormioqartarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+QAR+V+Ind+3Sg	Sisimiormioqarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GALUAR+V+Ind+1Pl	Sisimiormiuugaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GALUAR+V+Ind+1Sg	Sisimiormiuugaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GALUAR+V+Ind+3Sg	Sisimiormiuugaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GALUAR+V+Int+2Sg	Sisimiormiuugaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Ind+1Pl	Sisimiormioorusukkaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Ind+1Sg	Sisimiormioorusukkaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Ind+3Sg	Sisimiormioorusukkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+GALUAR+V+Int+2Sg	Sisimiormioorusukkaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Pl	Sisimiormioorusunngikkaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+1Sg	Sisimiormioorusunngikkaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormioorusunngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+GALUAR+V+Int+2Sg	Sisimiormioorusunngikkaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Ind+1Pl	Sisimiormioorusunngilagut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Ind+1Sg	Sisimiormioorusunngilanga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Ind+3Sg	Sisimiormioorusunngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+NNGIT+V+Int+2Sg	Sisimiormioorusunngilatit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Pl	Sisimiormioorusussagaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+1Sg	Sisimiormioorusussagaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Ind+3Sg	Sisimiormioorusussagaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+GALUAR+V+Int+2Sg	Sisimiormioorusussagaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Pl	Sisimiormioorusussanngikkaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+1Sg	Sisimiormioorusussanngikkaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormioorusussanngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+GALUAR+V+Int+2Sg	Sisimiormioorusussanngikkaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Pl	Sisimiormioorusussanngilagut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+1Sg	Sisimiormioorusussanngilanga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Ind+3Sg	Sisimiormioorusussanngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+NNGIT+V+Int+2Sg	Sisimiormioorusussanngilatit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Ind+1Pl	Sisimiormioorusussaagut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Ind+1Sg	Sisimiormioorusussaanga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Ind+3Sg	Sisimiormioorusussaaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+SSA+V+Int+2Sg	Sisimiormioorusussavit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Pl	Sisimiormioorusuttaraluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+1Sg	Sisimiormioorusuttaraluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+GALUAR+V+Ind+3Sg	Sisimiormioorusuttaraluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+GALUAR+V+Int+2Sg	Sisimiormioorusuttaraluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Pl	Sisimiormioorusuttanngikkaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+1Sg	Sisimiormioorusuttanngikkaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormioorusuttanngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+GALUAR+V+Int+2Sg	Sisimiormioorusuttanngikkaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Pl	Sisimiormioorusuttanngilagut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+1Sg	Sisimiormioorusuttanngilanga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+V+Ind+3Sg	Sisimiormioorusuttanngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+NNGIT+V+Int+2Sg	Sisimiormioorusuttanngilatit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+V+Ind+1Pl	Sisimiormioorusuttarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+V+Ind+1Sg	Sisimiormioorusuttarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+V+Ind+3Sg	Sisimiormioorusuttarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+TAR+V+Int+2Sg	Sisimiormioorusuttarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+V+Ind+1Pl	Sisimiormioorusuppugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+V+Ind+1Sg	Sisimiormioorusuppunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+V+Ind+3Sg	Sisimiormioorusuppoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+GUSUP+Sem/wish+V+Int+2Sg	Sisimiormioorusuppit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+NNGIT+GALUAR+V+Ind+1Pl	Sisimiormiuunngikkaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+NNGIT+GALUAR+V+Ind+1Sg	Sisimiormiuunngikkaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormiuunngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+NNGIT+GALUAR+V+Int+2Sg	Sisimiormiuunngikkaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+NNGIT+V+Ind+1Pl	Sisimiormiuunngilagut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+NNGIT+V+Ind+1Sg	Sisimiormiuunngilanga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+NNGIT+V+Ind+3Sg	Sisimiormiuunngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+NNGIT+V+Int+2Sg	Sisimiormiuunngilatit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+GALUAR+V+Ind+1Pl	Sisimiormiuussagaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+GALUAR+V+Ind+1Sg	Sisimiormiuussagaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+GALUAR+V+Ind+3Sg	Sisimiormiuussagaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+GALUAR+V+Int+2Sg	Sisimiormiuussagaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+NNGIT+GALUAR+V+Ind+1Pl	Sisimiormiuussanngikkaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+NNGIT+GALUAR+V+Ind+1Sg	Sisimiormiuussanngikkaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormiuussanngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+NNGIT+GALUAR+V+Int+2Sg	Sisimiormiuussanngikkaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+NNGIT+V+Ind+1Pl	Sisimiormiuussanngilagut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+NNGIT+V+Ind+1Sg	Sisimiormiuussanngilanga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+NNGIT+V+Ind+3Sg	Sisimiormiuussanngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+NNGIT+V+Int+2Sg	Sisimiormiuussanngilatit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+V+Ind+1Pl	Sisimiormiuussaagut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+V+Ind+1Sg	Sisimiormiuussaanga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+V+Ind+3Sg	Sisimiormiuussaaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+SSA+V+Int+2Sg	Sisimiormiuussavit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+GALUAR+V+Ind+1Pl	Sisimiormiuusaraluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+GALUAR+V+Ind+1Sg	Sisimiormiuusaraluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+GALUAR+V+Ind+3Sg	Sisimiormiuusaraluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+GALUAR+V+Int+2Sg	Sisimiormiuusaraluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+NNGIT+GALUAR+V+Ind+1Pl	Sisimiormiuusanngikkaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+NNGIT+GALUAR+V+Ind+1Sg	Sisimiormiuusanngikkaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormiuusanngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+NNGIT+GALUAR+V+Int+2Sg	Sisimiormiuusanngikkaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+NNGIT+V+Ind+1Pl	Sisimiormiuusanngilagut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+NNGIT+V+Ind+1Sg	Sisimiormiuusanngilanga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+NNGIT+V+Ind+3Sg	Sisimiormiuusanngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+NNGIT+V+Int+2Sg	Sisimiormiuusanngilatit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+V+Ind+1Pl	Sisimiormiuusarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+V+Ind+1Sg	Sisimiormiuusarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+V+Ind+3Sg	Sisimiormiuusarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TAR+V+Int+2Sg	Sisimiormiuusarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+GALUAR+V+Ind+1Pl	Sisimiormiuusariaqaraluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+GALUAR+V+Ind+1Sg	Sisimiormiuusariaqaraluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+GALUAR+V+Ind+3Sg	Sisimiormiuusariaqaraluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+GALUAR+V+Int+2Sg	Sisimiormiuusariaqaraluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+NNGIT+GALUAR+V+Ind+1Pl	Sisimiormiuusariaqanngikkaluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+NNGIT+GALUAR+V+Ind+1Sg	Sisimiormiuusariaqanngikkaluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+NNGIT+GALUAR+V+Ind+3Sg	Sisimiormiuusariaqanngikkaluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+NNGIT+GALUAR+V+Int+2Sg	Sisimiormiuusariaqanngikkaluarpit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+NNGIT+V+Ind+1Pl	Sisimiormiuusariaqanngilagut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+NNGIT+V+Ind+1Sg	Sisimiormiuusariaqanngilanga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+NNGIT+V+Ind+3Sg	Sisimiormiuusariaqanngilaq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+NNGIT+V+Int+2Sg	Sisimiormiuusariaqanngilatit
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+TAR+GALUAR+V+Ind+1Pl	Sisimiormiuusariaqartaraluarpugut
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+TAR+GALUAR+V+Ind+1Sg	Sisimiormiuusariaqartaraluarpunga
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+TAR+GALUAR+V+Ind+3Sg	Sisimiormiuusariaqartaraluarpoq
Sisimiut+Sem/Geo+Prop+MIU+Sem/Hnat+U+Sem/be_copula+TARIAQAR+TAR+GALUAR+V+Int+2Sg	Sisimiormiuusariaqartaraluarpit
